26704.haschild,***,N,26704,haschild
176186.marriedexemp,q0,0,176186,marriedexemp
180063.salary,500,5000,180063,salary
181774.city,STON YBROOK,STONY BROOK,181774,city
49695.gender,uF,F,49695,gender
45374.state,A,MA,45374,state
2411.childexemp,t0,0,2411,childexemp
165040.state,IR,RI,165040,state
30313.singleexemp,,0,30313,singleexemp
75339.salary,30000***,30000,75339,salary
30734.state,AR,OH,30734,state
29276.state,NJ,OK,29276,state
34931.singleexemp,0,20,34931,singleexemp
32293.haschild,,Y,32293,haschild
55605.childexemp,00,300,55605,childexemp
110358.haschild,***,Y,110358,haschild
104053.singleexemp,,0,104053,singleexemp
69642.marriedexemp,h0,0,69642,marriedexemp
179027.maritalstatus,***,M,179027,maritalstatus
31041.state,AR,AK,31041,state
8609.state,NmY,NY,8609,state
64100.phone,,419-7937,64100,phone
9090.lname,Stoenovic,Stomenovic,9090,lname
199318.marriedexemp,d220,220,199318,marriedexemp
146764.lname,Moshelfl,Moshell,146764,lname
156859.city,ARTESINA,ARTESIAN,156859,city
12679.marriedexemp,***,0,12679,marriedexemp
2617.haschild,,N,2617,haschild
10910.state,NV,AL,10910,state
186508.haschild,N,Y,186508,haschild
30939.salary,65000***,65000,30939,salary
88725.maritalstatus,S,M,88725,maritalstatus
115686.maritalstatus,cM,M,115686,maritalstatus
58601.haschild,Y,N,58601,haschild
91837.city,AHLAND,ASHLAND,91837,city
49889.marriedexemp,,0,49889,marriedexemp
172039.maritalstatus,***,M,172039,maritalstatus
10785.state,NV,GA,10785,state
151765.maritalstatus,***,S,151765,maritalstatus
6468.singleexemp,y0,0,6468,singleexemp
168689.city,AHSAWAY,ASHAWAY,168689,city
12408.childexemp,p0,0,12408,childexemp
76563.state,IH,HI,76563,state
174252.state,M,NM,174252,state
50295.city,ATHEnNS,ATHENS,50295,city
61138.childexemp,,0,61138,childexemp
26443.singleexemp,r0,0,26443,singleexemp
62612.haschild,Y,N,62612,haschild
28017.state,NJ,HI,28017,state
134651.maritalstatus,S,M,134651,maritalstatus
59879.state,L,AL,59879,state
101635.state,NbD,ND,101635,state
158497.marriedexemp,***,0,158497,marriedexemp
11092.state,NV,MS,11092,state
174439.rate,8.9f8,8.98,174439,rate
102868.state,D,SD,102868,state
106541.rate,0k.0,0.0,106541,rate
8967.gender,***,M,8967,gender
87381.marriedexemp,9v000,9000,87381,marriedexemp
175368.singleexemp,,0,175368,singleexemp
157426.state,zAL,AL,157426,state
124482.childexemp,,0,124482,childexemp
189129.childexemp,100,1900,189129,childexemp
176513.maritalstatus,fM,M,176513,maritalstatus
67747.state,LA,AL,67747,state
281.maritalstatus,oM,M,281,maritalstatus
20096.singleexemp,y0,0,20096,singleexemp
119418.rate,a0.0,0.0,119418,rate
71684.state,HN,NH,71684,state
11117.state,NV,VT,11117,state
82814.childexemp,,0,82814,childexemp
48186.childexemp,23r00,2300,48186,childexemp
158236.childexemp,330d0,3300,158236,childexemp
3903.haschild,Y,N,3903,haschild
98781.childexemp,,0,98781,childexemp
81975.phone,,293-9253,81975,phone
45499.marriedexemp,r0,0,45499,marriedexemp
199350.singleexemp,***,0,199350,singleexemp
56088.state,yAL,AL,56088,state
126219.gender,mF,F,126219,gender
185171.salary,4t5000,45000,185171,salary
95697.maritalstatus,S,M,95697,maritalstatus
70344.maritalstatus,***,M,70344,maritalstatus
150941.maritalstatus,S,M,150941,maritalstatus
141614.lname,Veeraragahvan,Veeraraghavan,141614,lname
75420.rate,0x.0,0.0,75420,rate
54857.singleexemp,***,0,54857,singleexemp
30717.childexemp,30o0,300,30717,childexemp
190783.city,RAVADA,ARVADA,190783,city
172319.marriedexemp,400,4800,172319,marriedexemp
182061.lname,Barrga,Barriga,182061,lname
52220.state,KO,OK,52220,state
129330.state,KO,OK,129330,state
28427.state,NJ,MA,28427,state
62772.state,TC,CT,62772,state
20705.gender,,F,20705,gender
195511.gender,,M,195511,gender
85938.haschild,bN,N,85938,haschild
39957.childexemp,m0,0,39957,childexemp
11281.state,NV,IN,11281,state
138471.haschild,,N,138471,haschild
109752.lname,aSnada,Sanada,109752,lname
119209.city,TAHOL,ATHOL,119209,city
79233.haschild,,Y,79233,haschild
38491.marriedexemp,,0,38491,marriedexemp
130898.state,YK,KY,130898,state
73034.rate,78.,7.8,73034,rate
16613.singleexemp,i0,0,16613,singleexemp
47505.lname,Eickenmeyre,Eickenmeyer,47505,lname
156804.city,ARqVADA,ARVADA,156804,city
35432.childexemp,***,0,35432,childexemp
4570.state,YW,WY,4570,state
184555.singleexemp,1000***,1000,184555,singleexemp
133561.gender,***,M,133561,gender
77590.childexemp,0100,1000,77590,childexemp
127766.maritalstatus,S,M,127766,maritalstatus
136332.state,L,AL,136332,state
170509.rate,4.88888b9,4.888889,170509,rate
47992.marriedexemp,06,206,47992,marriedexemp
61614.singleexemp,f0,0,61614,singleexemp
3325.salary,60500,65000,3325,salary
136244.haschild,***,Y,136244,haschild
142384.phone,,427-6010,142384,phone
54815.singleexemp,e0,0,54815,singleexemp
31507.singleexemp,e0,0,31507,singleexemp
163759.rate,6.52,6.25,163759,rate
146430.maritalstatus,S,M,146430,maritalstatus
33279.gender,***,M,33279,gender
52467.childexemp,1000***,1000,52467,childexemp
58593.singleexemp,20p00,2000,58593,singleexemp
29811.state,NJ,CA,29811,state
123401.maritalstatus,S,M,123401,maritalstatus
10400.state,NV,IN,10400,state
125816.state,Y,WY,125816,state
185964.singleexemp,,0,185964,singleexemp
156015.haschild,,Y,156015,haschild
180209.phone,,997-7812,180209,phone
109211.gender,,M,109211,gender
168204.lname,Vilarasa,Vilarrasa,168204,lname
93231.phone,,999-8892,93231,phone
45861.state,S,MS,45861,state
30923.state,AR,TX,30923,state
136396.childexemp,***,0,136396,childexemp
80608.phone,,709-2998,80608,phone
46726.city,JFEFERSON CITY,JEFFERSON CITY,46726,city
7634.state,LA,AL,7634,state
180584.haschild,N,Y,180584,haschild
50961.state,N,MN,50961,state
159550.maritalstatus,,S,159550,maritalstatus
183825.maritalstatus,S,M,183825,maritalstatus
51127.haschild,,Y,51127,haschild
180593.city,SAHBURNHAM,ASHBURNHAM,180593,city
191125.lname,Biahri,Bihari,191125,lname
151845.city,GRNITE CITY,GRANITE CITY,151845,city
104299.rate,0s.0,0.0,104299,rate
57426.maritalstatus,sM,M,57426,maritalstatus
161774.singleexemp,,0,161774,singleexemp
159290.singleexemp,***,0,159290,singleexemp
147415.lname,Debry,Derby,147415,lname
155987.state,WbY,WY,155987,state
5374.state,L,AL,5374,state
21918.state,Y,WY,21918,state
71155.haschild,,Y,71155,haschild
77521.lname,Bhta,Bhat,77521,lname
89532.gender,hM,M,89532,gender
165663.marriedexemp,,0,165663,marriedexemp
15084.phone,,667-6143,15084,phone
29654.state,NJ,NE,29654,state
52885.phone,,919-3778,52885,phone
108313.salary,10000***,10000,108313,salary
84896.phone,,916-7907,84896,phone
114576.city,MONUMEdNT,MONUMENT,114576,city
30035.state,AR,DE,30035,state
97816.phone,,510-7756,97816,phone
168516.marriedexemp,,0,168516,marriedexemp
168037.state,E,NE,168037,state
4848.childexemp,***,0,4848,childexemp
42918.state,MkO,MO,42918,state
10243.state,NV,NY,10243,state
119894.phone,,985-4588,119894,phone
154188.maritalstatus,S,M,154188,maritalstatus
127725.salary,50000***,50000,127725,salary
58478.maritalstatus,***,S,58478,maritalstatus
8563.lname,Basnte,Basnet,8563,lname
411.salary,8500a0,85000,411,salary
102547.salary,l25000,25000,102547,salary
33954.childexemp,,0,33954,childexemp
28191.singleexemp,k0,0,28191,singleexemp
133416.maritalstatus,wM,M,133416,maritalstatus
155917.gender,***,F,155917,gender
149491.salary,0000,90000,149491,salary
28616.state,NJ,HI,28616,state
28459.state,NJ,TN,28459,state
58756.childexemp,3z100,3100,58756,childexemp
75824.maritalstatus,***,S,75824,maritalstatus
89820.singleexemp,600n0,6000,89820,singleexemp
3722.gender,,M,3722,gender
10974.state,NV,GA,10974,state
85211.marriedexemp,,0,85211,marriedexemp
115653.salary,80000***,80000,115653,salary
53008.rate,.0,0.0,53008,rate
28648.state,NJ,OR,28648,state
95393.phone,,480-2186,95393,phone
112333.childexemp,b0,0,112333,childexemp
9338.lname,Haudoft,Haudot,9338,lname
128133.salary,1n0000,10000,128133,salary
13448.salary,1000,10000,13448,salary
110510.singleexemp,f0,0,110510,singleexemp
7014.maritalstatus,,S,7014,maritalstatus
6459.maritalstatus,zM,M,6459,maritalstatus
101569.state,T,UT,101569,state
32357.state,DS,SD,32357,state
138258.city,AfTHENS,ATHENS,138258,city
137902.childexemp,j3300,3300,137902,childexemp
29023.state,NJ,DC,29023,state
143307.city,COCOALLA,COCOLALLA,143307,city
59510.singleexemp,j0,0,59510,singleexemp
180913.city,EARCY,PEARCY,180913,city
597.state,I,RI,597,state
44546.salary,3c5000,35000,44546,salary
192033.lname,Therine,Therien,192033,lname
187065.maritalstatus,rS,S,187065,maritalstatus
96904.salary,4000,40000,96904,salary
34706.city,ARHUR,ARTHUR,34706,city
82001.marriedexemp,r0,0,82001,marriedexemp
1786.haschild,***,Y,1786,haschild
28410.lname,Westcoytt,Westcott,28410,lname
188066.singleexemp,***,0,188066,singleexemp
171031.state,D,SD,171031,state
131295.haschild,,Y,131295,haschild
108203.singleexemp,475,2475,108203,singleexemp
29522.state,AR,ND,29522,state
24933.phone,222-8737,581-1499,24933,phone
99763.maritalstatus,,M,99763,maritalstatus
29875.state,NJ,LA,29875,state
7161.phone,,486-8149,7161,phone
90072.marriedexemp,***,0,90072,marriedexemp
29087.state,AR,SD,29087,state
148474.state,YN,NY,148474,state
9386.phone,222-8737,120-7185,9386,phone
187567.phone,,961-7934,187567,phone
176330.childexemp,,0,176330,childexemp
28969.state,AR,NJ,28969,state
152843.city,CEAN VIEW,OCEAN VIEW,152843,city
3145.childexemp,s0,0,3145,childexemp
142659.childexemp,***,0,142659,childexemp
133034.phone,,354-9315,133034,phone
125262.singleexemp,110***,110,125262,singleexemp
31319.state,AR,MA,31319,state
173083.lname,auyacq,Gauyacq,173083,lname
100186.singleexemp,500,4500,100186,singleexemp
2126.rate,n9.0,9.0,2126,rate
93828.lname,Cleae,Cleave,93828,lname
39029.haschild,Y,N,39029,haschild
155436.phone,,659-3076,155436,phone
43259.marriedexemp,g220,220,43259,marriedexemp
175712.singleexemp,***,0,175712,singleexemp
41984.childexemp,r0,0,41984,childexemp
129185.salary,000,5000,129185,salary
119977.childexemp,***,0,119977,childexemp
141399.state,YW,WY,141399,state
151347.lname,Dmri,Demri,151347,lname
186442.state,AP,PA,186442,state
77080.haschild,bN,N,77080,haschild
146990.city,ARRYE,ARREY,146990,city
193483.marriedexemp,***,0,193483,marriedexemp
29112.state,NJ,IN,29112,state
117779.lname,Pek,Peek,117779,lname
1405.maritalstatus,uS,S,1405,maritalstatus
10186.state,NV,WV,10186,state
169203.salary,2f5000,25000,169203,salary
36631.maritalstatus,,M,36631,maritalstatus
101950.singleexemp,w0,0,101950,singleexemp
143305.maritalstatus,***,M,143305,maritalstatus
8001.salary,8500,85000,8001,salary
176532.singleexemp,,0,176532,singleexemp
43033.haschild,,N,43033,haschild
130746.marriedexemp,,0,130746,marriedexemp
134921.gender,***,M,134921,gender
10500.state,NV,PR,10500,state
14639.phone,,124-4672,14639,phone
151926.childexemp,***,0,151926,childexemp
143948.singleexemp,,0,143948,singleexemp
59971.lname,Rohfelisch,Rohfleisch,59971,lname
10275.state,NV,IN,10275,state
121949.haschild,sY,Y,121949,haschild
3949.salary,8000h0,80000,3949,salary
152133.city,ASHLADN,ASHLAND,152133,city
5633.marriedexemp,06,206,5633,marriedexemp
24073.phone,,852-8142,24073,phone
128188.rate,2.3465,2.34625,128188,rate
126925.salary,85g000,85000,126925,salary
134260.state,NI,IN,134260,state
192145.phone,,745-7132,192145,phone
61484.state,E,ME,61484,state
57925.childexemp,a0,0,57925,childexemp
28446.maritalstatus,,M,28446,maritalstatus
17519.haschild,Y,N,17519,haschild
178719.haschild,N,Y,178719,haschild
95398.lname,Idomoot,Idomoto,95398,lname
149466.rate,4.64437,4.644737,149466,rate
82925.haschild,oY,Y,82925,haschild
149512.salary,g10000,10000,149512,salary
77001.marriedexemp,p0,0,77001,marriedexemp
147132.haschild,lY,Y,147132,haschild
156660.childexemp,,0,156660,childexemp
35857.marriedexemp,***,0,35857,marriedexemp
11860.gender,sM,M,11860,gender
199852.singleexemp,***,0,199852,singleexemp
107087.state,LA,AL,107087,state
92999.childexemp,100,1000,92999,childexemp
28748.state,NJ,WV,28748,state
98916.state,N,IN,98916,state
33380.phone,127-1470,988-9326,33380,phone
129895.haschild,***,Y,129895,haschild
115715.state,sPR,PR,115715,state
126041.state,DS,SD,126041,state
96268.phone,,933-1159,96268,phone
192773.marriedexemp,6600***,6600,192773,marriedexemp
6161.maritalstatus,,S,6161,maritalstatus
29786.state,NJ,ND,29786,state
65137.salary,7g0000,70000,65137,salary
71440.rate,60.,6.0,71440,rate
15126.haschild,,N,15126,haschild
67796.state,DS,SD,67796,state
57412.rate,575,5.75,57412,rate
130247.haschild,,N,130247,haschild
108063.gender,dF,F,108063,gender
19570.phone,222-8737,931-6096,19570,phone
185427.haschild,,N,185427,haschild
63465.marriedexemp,,0,63465,marriedexemp
136001.salary,700t00,70000,136001,salary
10375.state,NV,PR,10375,state
192987.childexemp,***,0,192987,childexemp
46020.gender,pM,M,46020,gender
29032.phone,127-1470,167-7175,29032,phone
44979.lname,Gryaz,Gryz,44979,lname
9183.phone,127-1470,340-9417,9183,phone
23920.phone,222-8737,378-7541,23920,phone
42733.city,WST POINT,WEST POINT,42733,city
119899.maritalstatus,S,M,119899,maritalstatus
117625.city,ONMOUTH,MONMOUTH,117625,city
11438.state,NV,RI,11438,state
155368.state,CD,DC,155368,state
124222.haschild,mN,N,124222,haschild
96207.state,WhY,WY,96207,state
129254.marriedexemp,4000***,4000,129254,marriedexemp
104202.gender,,M,104202,gender
97915.haschild,,Y,97915,haschild
183290.haschild,N,Y,183290,haschild
6289.marriedexemp,,0,6289,marriedexemp
107725.maritalstatus,vM,M,107725,maritalstatus
112173.singleexemp,***,0,112173,singleexemp
165597.phone,260-4653,776-3076,165597,phone
157475.state,RA,AR,157475,state
197567.maritalstatus,,M,197567,maritalstatus
30955.state,AR,OR,30955,state
11383.gender,,M,11383,gender
70367.marriedexemp,m5400,5400,70367,marriedexemp
128520.state,LA,AL,128520,state
164841.gender,,M,164841,gender
151261.childexemp,,0,151261,childexemp
128280.singleexemp,,0,128280,singleexemp
176859.state,Y,WY,176859,state
177043.rate,3.7,3.07,177043,rate
147489.city,AVINA,LAVINA,147489,city
178711.childexemp,***,0,178711,childexemp
4243.phone,127-1470,327-5069,4243,phone
140508.state,eAL,AL,140508,state
11816.state,NV,TN,11816,state
137390.gender,***,F,137390,gender
188217.state,AfL,AL,188217,state
151525.state,LA,AL,151525,state
30256.state,AR,MI,30256,state
74757.haschild,,N,74757,haschild
174108.marriedexemp,04,40,174108,marriedexemp
20644.phone,222-8737,687-7033,20644,phone
3827.phone,,948-3203,3827,phone
118307.city,LOREkTTO,LORETTO,118307,city
29401.state,NJ,CA,29401,state
10545.gender,***,F,10545,gender
120882.maritalstatus,***,S,120882,maritalstatus
107148.maritalstatus,S,M,107148,maritalstatus
65359.gender,***,F,65359,gender
186980.haschild,N,Y,186980,haschild
152198.maritalstatus,,M,152198,maritalstatus
71520.phone,,182-5992,71520,phone
165077.city,ESMNOD,ESMOND,165077,city
168910.state,Y,WY,168910,state
16128.childexemp,z0,0,16128,childexemp
115554.lname,Mahlaanabis,Mahalanabis,115554,lname
129164.marriedexemp,,0,129164,marriedexemp
131910.lname,Dya,Daya,131910,lname
18383.phone,222-8737,695-2286,18383,phone
190813.maritalstatus,***,S,190813,maritalstatus
32191.marriedexemp,,0,32191,marriedexemp
12005.childexemp,15w00,1500,12005,childexemp
60235.state,VoA,VA,60235,state
102889.maritalstatus,S,M,102889,maritalstatus
48059.city,CHETER,CHESTER,48059,city
29585.marriedexemp,600,6600,29585,marriedexemp
23441.singleexemp,,0,23441,singleexemp
116238.maritalstatus,hM,M,116238,maritalstatus
162153.salary,1000,15000,162153,salary
180696.maritalstatus,S,M,180696,maritalstatus
56535.phone,,903-7485,56535,phone
30167.state,AR,TX,30167,state
35212.city,HECK,CHECK,35212,city
130294.maritalstatus,S,M,130294,maritalstatus
103256.childexemp,330,3300,103256,childexemp
15866.haschild,Y,N,15866,haschild
159250.marriedexemp,1z400,1400,159250,marriedexemp
167313.lname,Renualt,Renault,167313,lname
9583.maritalstatus,***,M,9583,maritalstatus
42456.state,Y,WY,42456,state
78467.rate,.0,7.0,78467,rate
11880.state,NV,GA,11880,state
176950.singleexemp,***,0,176950,singleexemp
192334.marriedexemp,***,0,192334,marriedexemp
11791.state,NV,CT,11791,state
2004.gender,,F,2004,gender
12060.salary,0000,50000,12060,salary
13763.rate,50.,5.0,13763,rate
36129.rate,50,5.0,36129,rate
169181.lname,Orponen,Orponnen,169181,lname
145161.childexemp,1004,1040,145161,childexemp
8292.lname,Blaazs,Balazs,8292,lname
31114.city,aATLANTA,ATLANTA,31114,city
68068.phone,,670-5235,68068,phone
181701.salary,300i00,30000,181701,salary
29176.state,NJ,DE,29176,state
37199.city,FAROG,FARGO,37199,city
38224.city,eINDIANAPOLIS,INDIANAPOLIS,38224,city
17124.childexemp,,0,17124,childexemp
149935.haschild,,Y,149935,haschild
170097.salary,5000i0,50000,170097,salary
33685.singleexemp,z0,0,33685,singleexemp
87264.phone,,701-7441,87264,phone
107675.childexemp,***,0,107675,childexemp
172346.state,oSD,SD,172346,state
29586.state,AR,PR,29586,state
173809.state,K,OK,173809,state
114796.salary,40000***,40000,114796,salary
137148.childexemp,a0,0,137148,childexemp
120049.rate,00.,0.0,120049,rate
192826.singleexemp,***,0,192826,singleexemp
127901.state,Y,WY,127901,state
133518.city,ATEHNS,ATHENS,133518,city
174267.marriedexemp,***,0,174267,marriedexemp
187669.haschild,N,Y,187669,haschild
151378.rate,0.t0,0.0,151378,rate
175001.haschild,N,Y,175001,haschild
8252.rate,t6.5,6.5,8252,rate
49179.haschild,bY,Y,49179,haschild
60062.phone,,475-7751,60062,phone
11627.state,NV,FL,11627,state
126746.lname,Cooslaet,Coolsaet,126746,lname
50061.haschild,Y,N,50061,haschild
59186.salary,9000,95000,59186,salary
180084.singleexemp,***,0,180084,singleexemp
115466.city,ARTEISA,ARTESIA,115466,city
130190.rate,39.55,3.955,130190,rate
157439.singleexemp,,0,157439,singleexemp
165258.state,dWY,WY,165258,state
94102.childexemp,l0,0,94102,childexemp
10564.state,NV,VA,10564,state
28937.state,NJ,MD,28937,state
31508.state,AR,DC,31508,state
8916.city,CHURCVILLE,CHURCHVILLE,8916,city
87425.state,D,ND,87425,state
188970.childexemp,r0,0,188970,childexemp
61973.singleexemp,,0,61973,singleexemp
88206.rate,b5.95,5.95,88206,rate
11716.state,NV,NH,11716,state
177472.state,AmL,AL,177472,state
17058.phone,222-8737,378-7635,17058,phone
142806.haschild,qY,Y,142806,haschild
169314.salary,70000***,70000,169314,salary
68974.rate,00.,0.0,68974,rate
130619.phone,,580-1760,130619,phone
49219.salary,1000,10000,49219,salary
34236.lname,mThambidurai,Thambidurai,34236,lname
31483.state,AR,GA,31483,state
9997.marriedexemp,m0,0,9997,marriedexemp
180713.maritalstatus,***,M,180713,maritalstatus
168283.singleexemp,200,2000,168283,singleexemp
149247.lname,reutzer,Kreutzer,149247,lname
47403.state,SvD,SD,47403,state
28072.maritalstatus,,S,28072,maritalstatus
49657.state,tSD,SD,49657,state
197196.haschild,sN,N,197196,haschild
180658.maritalstatus,S,M,180658,maritalstatus
30438.haschild,,Y,30438,haschild
199960.haschild,qN,N,199960,haschild
153786.phone,127-1470,358-8986,153786,phone
51344.gender,eF,F,51344,gender
156671.rate,a3.6,3.6,156671,rate
75370.gender,***,F,75370,gender
186301.salary,3000f0,30000,186301,salary
181895.salary,950j00,95000,181895,salary
61080.state,WnY,WY,61080,state
164375.haschild,,N,164375,haschild
133062.state,DM,MD,133062,state
170980.state,L,AL,170980,state
76821.city,ALIBN,ALBIN,76821,city
168310.salary,8000,80000,168310,salary
16700.childexemp,***,0,16700,childexemp
108573.lname,Leontti,Leonetti,108573,lname
188581.state,YW,WY,188581,state
190879.gender,sM,M,190879,gender
174676.singleexemp,***,0,174676,singleexemp
39909.state,V,NV,39909,state
52530.singleexemp,u0,0,52530,singleexemp
11359.singleexemp,y0,0,11359,singleexemp
93458.state,D,MD,93458,state
164699.singleexemp,z0,0,164699,singleexemp
66729.salary,0000,10000,66729,salary
3955.city,EID,ENID,3955,city
61635.singleexemp,***,0,61635,singleexemp
188465.lname,Dressi,Dessi,188465,lname
103694.childexemp,p0,0,103694,childexemp
93874.state,CS,SC,93874,state
153597.marriedexemp,x0,0,153597,marriedexemp
1560.rate,.0,0.0,1560,rate
159962.city,OCEN VIEW,OCEAN VIEW,159962,city
53472.childexemp,,0,53472,childexemp
33668.rate,2.6g8309,2.68309,33668,rate
179412.singleexemp,,0,179412,singleexemp
100502.city,ATKINSN,ATKINSON,100502,city
166739.childexemp,***,0,166739,childexemp
105786.gender,,F,105786,gender
144579.state,L,AL,144579,state
54783.rate,.50,5.0,54783,rate
92270.phone,,591-1123,92270,phone
28508.haschild,Y,N,28508,haschild
121571.haschild,aY,Y,121571,haschild
190808.city,ARViADA,ARVADA,190808,city
30802.state,AR,SD,30802,state
73906.phone,,821-6249,73906,phone
27974.state,NJ,MT,27974,state
144557.state,L,AL,144557,state
87107.maritalstatus,S,M,87107,maritalstatus
122963.maritalstatus,S,M,122963,maritalstatus
15065.singleexemp,j0,0,15065,singleexemp
50479.salary,2p5000,25000,50479,salary
140632.state,RO,OR,140632,state
148682.childexemp,***,0,148682,childexemp
185318.singleexemp,***,0,185318,singleexemp
178218.singleexemp,***,0,178218,singleexemp
166068.marriedexemp,***,0,166068,marriedexemp
156738.city,AReTEMAS,ARTEMAS,156738,city
13678.gender,,F,13678,gender
85378.salary,500,5000,85378,salary
27344.phone,,884-6260,27344,phone
39761.phone,,981-4090,39761,phone
112801.city,BRADENON,BRADENTON,112801,city
182548.maritalstatus,,M,182548,maritalstatus
151938.city,AHENS,ATHENS,151938,city
193122.city,ATmLANTA,ATLANTA,193122,city
86920.lname,azard,Lazard,86920,lname
185545.maritalstatus,mM,M,185545,maritalstatus
59230.marriedexemp,6o600,6600,59230,marriedexemp
179756.gender,,M,179756,gender
11040.phone,,303-7612,11040,phone
100838.marriedexemp,y0,0,100838,marriedexemp
101163.salary,08000,80000,101163,salary
91877.childexemp,r103,103,91877,childexemp
177595.city,NOIV,NOVI,177595,city
90228.singleexemp,***,0,90228,singleexemp
179487.childexemp,***,0,179487,childexemp
163240.haschild,uY,Y,163240,haschild
11028.state,NV,NY,11028,state
162305.state,HO,OH,162305,state
78017.state,L,AL,78017,state
12087.state,NV,NJ,12087,state
187899.salary,0000,80000,187899,salary
81847.maritalstatus,***,M,81847,maritalstatus
136092.maritalstatus,S,M,136092,maritalstatus
187944.singleexemp,***,0,187944,singleexemp
67569.city,ASFHORD,ASHFORD,67569,city
142452.maritalstatus,***,S,142452,maritalstatus
139013.salary,55000***,55000,139013,salary
183267.lname,Sdcherl,Scherl,183267,lname
120697.marriedexemp,***,0,120697,marriedexemp
110275.salary,25u000,25000,110275,salary
76051.maritalstatus,wS,S,76051,maritalstatus
133619.childexemp,q2400,2400,133619,childexemp
145293.maritalstatus,,S,145293,maritalstatus
159557.childexemp,v0,0,159557,childexemp
184171.lname,lTheel,Theel,184171,lname
136009.phone,,102-9336,136009,phone
113737.city,AHLAND,ASHLAND,113737,city
136651.state,A,GA,136651,state
138604.city,TALANTA,ATLANTA,138604,city
30613.state,AR,TX,30613,state
29397.state,NJ,OR,29397,state
162717.maritalstatus,,S,162717,maritalstatus
197253.childexemp,***,0,197253,childexemp
79968.state,XT,TX,79968,state
100734.maritalstatus,S,M,100734,maritalstatus
92628.salary,8b5000,85000,92628,salary
3968.lname,Ashcim,Aschim,3968,lname
149974.city,CLARKSVLILE,CLARKSVILLE,149974,city
142941.city,OUZINIE,OUZINKIE,142941,city
94509.maritalstatus,dS,S,94509,maritalstatus
126529.gender,,M,126529,gender
139973.city,KIPPERVILLE,SKIPPERVILLE,139973,city
24430.marriedexemp,i0,0,24430,marriedexemp
107066.childexemp,,0,107066,childexemp
19647.maritalstatus,zM,M,19647,maritalstatus
131509.city,AHENS,ATHENS,131509,city
14121.rate,.50,5.0,14121,rate
30205.haschild,Y,N,30205,haschild
6432.haschild,,N,6432,haschild
106285.state,DN,ND,106285,state
23409.gender,***,F,23409,gender
156059.city,WODRUFF,WOODRUFF,156059,city
138781.state,NI,IN,138781,state
28338.state,NJ,WY,28338,state
159851.state,tWV,WV,159851,state
9060.gender,,M,9060,gender
91120.city,INCLINE VILLAGgE,INCLINE VILLAGE,91120,city
194218.phone,,139-8440,194218,phone
148413.rate,6.y9912586,6.9912586,148413,rate
36113.haschild,vN,N,36113,haschild
199886.marriedexemp,24500***,24500,199886,marriedexemp
1790.city,NORTH CONCOD,NORTH CONCORD,1790,city
59407.gender,qM,M,59407,gender
65344.marriedexemp,200,4200,65344,marriedexemp
123933.marriedexemp,r0,0,123933,marriedexemp
39743.maritalstatus,***,M,39743,maritalstatus
163297.state,R,AR,163297,state
101523.marriedexemp,i0,0,101523,marriedexemp
109522.haschild,***,Y,109522,haschild
160936.salary,9500,95000,160936,salary
6526.phone,222-8737,987-6094,6526,phone
8096.phone,222-8737,354-9800,8096,phone
32182.lname,Bourcki,Borucki,32182,lname
