tid,attribute,correct_val
20,singleexemp,1000
20,marriedexemp,0
20,childexemp,1500
21,tno,49
21,fname,Naomi
21,lname,Jolfaei
21,gender,F
21,areacode,802
21,phone,284-1040
21,city,BARRE
21,state,VT
21,zip,5641
21,maritalstatus,S
21,haschild,Y
21,salary,30000
21,rate,3.6019894999999997
21,singleexemp,3300
21,marriedexemp,0
21,childexemp,3300
22,tno,52
22,fname,Rosana
22,lname,Prabhakar
22,gender,M
22,areacode,716
22,phone,742-9434
22,city,SCHENECTADY
22,state,NY
22,zip,12308
22,maritalstatus,S
22,haschild,N
22,salary,20000
22,rate,4.0695124
22,singleexemp,0
22,marriedexemp,0
22,childexemp,0
23,tno,55
23,fname,Antoni
23,lname,Bober
23,gender,F
23,areacode,860
23,phone,822-3830
23,city,EAST WOODSTOCK
23,state,CT
23,zip,6244
23,maritalstatus,S
23,haschild,Y
23,salary,70000
23,rate,5.0
23,singleexemp,12750
23,marriedexemp,0
23,childexemp,0
24,tno,59
24,fname,Masadi
24,lname,Punnekkat
24,gender,F
24,areacode,717
24,phone,492-9196
24,city,NORTH EAST
24,state,PA
24,zip,16428
24,maritalstatus,S
24,haschild,Y
24,salary,35000
24,rate,3.07
24,singleexemp,0
24,marriedexemp,0
24,childexemp,0
25,tno,60
25,fname,Tankoano
25,lname,Stumptner
25,gender,M
25,areacode,203
25,phone,717-2198
25,city,VERSAILLES
25,state,NJ
25,zip,6383
25,maritalstatus,M
25,haschild,Y
25,salary,5000
25,rate,3.0
25,singleexemp,0
25,marriedexemp,24500
25,childexemp,0
26,tno,65
26,fname,Montgomery
26,lname,Odberg
26,gender,M
26,areacode,802
26,phone,390-6816
26,city,BROWNSVILLE
26,state,VT
26,zip,5037
26,maritalstatus,S
26,haschild,N
26,salary,60000
26,rate,4.1988535
26,singleexemp,3300
26,marriedexemp,0
26,childexemp,0
27,tno,66
27,fname,PeiZong
27,lname,Cardazo
27,gender,F
27,areacode,856
27,phone,512-8410
27,city,TOMS RIVER
27,state,NJ
27,zip,8755
27,maritalstatus,M
27,haschild,N
27,salary,45000
27,rate,1.7942707999999998
27,singleexemp,0
27,marriedexemp,2000
27,childexemp,0
28,tno,67
28,fname,Rogers
28,lname,Thies
28,gender,M
28,areacode,615
28,phone,154-9152
28,city,PULASKI
28,state,NJ
28,zip,38478
28,maritalstatus,S
28,haschild,Y
28,salary,85000
28,rate,0.0
28,singleexemp,0
28,marriedexemp,0
28,childexemp,0
29,tno,68
29,fname,Teemu
29,lname,Krybus
29,gender,M
29,areacode,302
29,phone,229-8352
29,city,CHESWOLD
29,state,DE
29,zip,19936
29,maritalstatus,M
29,haschild,N
29,salary,15000
29,rate,2.8818183
29,singleexemp,0
29,marriedexemp,220
29,childexemp,0
30,tno,69
30,fname,Glauco
30,lname,Pottossine
30,gender,M
30,areacode,202
30,phone,785-2906
30,city,WASHINGTON
30,state,DC
30,zip,20528
30,maritalstatus,M
30,haschild,N
30,salary,20000
30,rate,6.75
30,singleexemp,0
30,marriedexemp,2740
30,childexemp,0
31,tno,71
31,fname,Mirit
31,lname,Hanchek
31,gender,F
31,areacode,603
31,phone,995-2629
31,city,CANAAN
31,state,NJ
31,zip,3741
31,maritalstatus,M
31,haschild,Y
31,salary,70000
31,rate,0.0
31,singleexemp,0
31,marriedexemp,0
31,childexemp,0
32,tno,72
32,fname,Nestor
32,lname,Koutny
32,gender,F
32,areacode,304
32,phone,341-7285
32,city,KISTLER
32,state,WV
32,zip,25628
32,maritalstatus,M
32,haschild,Y
32,salary,10000
32,rate,3.0
32,singleexemp,0
32,marriedexemp,4000
32,childexemp,2000
33,tno,73
33,fname,Xiaobin
33,lname,Teruel
33,gender,F
33,areacode,765
33,phone,954-2618
33,city,LEROY
33,state,IN
33,zip,46355
33,maritalstatus,S
33,haschild,N
33,salary,15000
33,rate,3.4
33,singleexemp,1000
33,marriedexemp,0
33,childexemp,0
34,tno,77
34,fname,Gudala
34,lname,Earley
34,gender,F
34,areacode,203
34,phone,691-8996
34,city,ONECO
34,state,CT
34,zip,6373
34,maritalstatus,M
34,haschild,N
34,salary,55000
34,rate,5.0
34,singleexemp,0
34,marriedexemp,24500
34,childexemp,0
35,tno,80
35,fname,Heidi
35,lname,Keum
35,gender,F
35,areacode,302
35,phone,657-4843
35,city,WILMINGTON
35,state,DE
35,zip,19899
35,maritalstatus,S
35,haschild,Y
35,salary,75000
35,rate,5.95
35,singleexemp,110
35,marriedexemp,0
35,childexemp,110
36,tno,81
36,fname,Chandrajit
36,lname,Seymour
36,gender,M
36,areacode,864
36,phone,353-3505
36,city,COOSAWHATCHIE
36,state,SC
36,zip,29912
36,maritalstatus,M
36,haschild,Y
36,salary,100000
36,rate,7.0
36,singleexemp,0
36,marriedexemp,6600
36,childexemp,3300
37,tno,82
37,fname,Hiromu
37,lname,Nobauer
37,gender,M
37,areacode,401
37,phone,119-4372
37,city,KINGSTON
37,state,RI
37,zip,2881
37,maritalstatus,S
37,haschild,N
37,salary,75000
37,rate,0.0
37,singleexemp,0
37,marriedexemp,0
37,childexemp,0
38,tno,83
38,fname,Gregoria
38,lname,Plesniewicz
38,gender,F
38,areacode,302
38,phone,686-2159
38,city,WILMINGTON
38,state,DE
38,zip,19893
38,maritalstatus,S
38,haschild,Y
38,salary,65000
38,rate,5.95
38,singleexemp,110
38,marriedexemp,0
38,childexemp,110
39,tno,88
39,fname,Kersti
39,lname,Jorissen
39,gender,M
39,areacode,731
39,phone,845-1402
39,city,LUPTON CITY
39,state,TN
39,zip,37351
39,maritalstatus,S
39,haschild,N
39,salary,95000
39,rate,0.0
39,singleexemp,0
39,marriedexemp,0
39,childexemp,0
40,tno,90
40,fname,Dung
40,lname,Pike
40,gender,F
40,areacode,774
40,phone,133-6113
40,city,BRIDGEWATER
40,state,MA
40,zip,2325
40,maritalstatus,S
40,haschild,N
40,salary,55000
40,rate,5.3
40,singleexemp,3575
40,marriedexemp,0
40,childexemp,0
41,tno,92
41,fname,Sonu
41,lname,Merhav
41,gender,M
41,areacode,603
41,phone,379-9505
41,city,GLEN
41,state,NH
41,zip,3838
41,maritalstatus,M
41,haschild,N
41,salary,15000
41,rate,0.0
41,singleexemp,0
41,marriedexemp,0
41,childexemp,0
42,tno,93
42,fname,Cheong
42,lname,Kavraki
42,gender,F
42,areacode,606
42,phone,286-5145
42,city,BROWNSVILLE
42,state,KY
42,zip,42210
42,maritalstatus,S
42,haschild,Y
42,salary,40000
42,rate,4.0555553
42,singleexemp,20
42,marriedexemp,0
42,childexemp,20
43,tno,94
43,fname,Scot
43,lname,Genther
43,gender,M
43,areacode,606
43,phone,486-2472
43,city,LOUISVILLE
43,state,KY
43,zip,40217
43,maritalstatus,S
43,haschild,N
43,salary,25000
43,rate,3.2222223
43,singleexemp,20
43,marriedexemp,0
43,childexemp,0
44,tno,96
44,fname,Jaihie
44,lname,Cau
44,gender,F
44,areacode,302
44,phone,446-6343
44,city,DAGSBORO
44,state,DE
44,zip,19939
44,maritalstatus,M
44,haschild,Y
44,salary,10000
44,rate,2.540909
44,singleexemp,0
44,marriedexemp,220
44,childexemp,110
45,tno,97
45,fname,Juanita
45,lname,Sivarajan
45,gender,F
45,areacode,603
45,phone,966-6735
45,city,GRAFTON
45,state,NH
45,zip,3240
45,maritalstatus,S
45,haschild,Y
45,salary,30000
45,rate,0.0
45,singleexemp,0
45,marriedexemp,0
45,childexemp,0
46,tno,98
46,fname,Abrajit
46,lname,Flege
46,gender,M
46,areacode,601
46,phone,197-2272
46,city,MERIDIAN
46,state,MS
46,zip,39309
46,maritalstatus,S
46,haschild,N
46,salary,80000
46,rate,5.0
46,singleexemp,6000
46,marriedexemp,0
46,childexemp,0
47,tno,100
47,fname,Uinam
47,lname,Hekken
47,gender,F
47,areacode,339
47,phone,769-6182
47,city,BELMONT
47,state,MA
47,zip,2478
47,maritalstatus,M
47,haschild,Y
47,salary,35000
47,rate,5.3
47,singleexemp,0
47,marriedexemp,7150
47,childexemp,1000
48,tno,102
48,fname,Baoquan
48,lname,Guha
48,gender,F
48,areacode,339
48,phone,730-7750
48,city,EAST WALPOLE
48,state,MA
48,zip,2032
48,maritalstatus,S
48,haschild,Y
48,salary,40000
48,rate,5.3
48,singleexemp,3575
48,marriedexemp,0
48,childexemp,1000
49,tno,103
49,fname,Miron
49,lname,Aue
49,gender,F
49,areacode,304
49,phone,295-7427
49,city,MARTINSBURG
49,state,WV
49,zip,25402
49,maritalstatus,S
49,haschild,Y
49,salary,75000
49,rate,6.5
49,singleexemp,2000
49,marriedexemp,0
49,childexemp,2000
50,tno,104
50,fname,Solveig
50,lname,Tierney
50,gender,F
50,areacode,260
50,phone,242-7728
50,city,FORT WAYNE
50,state,IN
50,zip,46845
50,maritalstatus,M
50,haschild,N
50,salary,80000
50,rate,3.4
50,singleexemp,0
50,marriedexemp,2000
50,childexemp,0
51,tno,113
51,fname,Kern
51,lname,Queinnec
51,gender,F
51,areacode,304
51,phone,161-7106
51,city,PAGETON
51,state,WV
51,zip,24871
51,maritalstatus,M
51,haschild,Y
51,salary,10000
51,rate,3.0
51,singleexemp,0
51,marriedexemp,4000
51,childexemp,2000
52,tno,114
52,fname,Refael
52,lname,Hasida
52,gender,F
52,areacode,939
52,phone,677-3999
52,city,LUQUILLO
52,state,PR
52,zip,773
52,maritalstatus,S
52,haschild,Y
52,salary,30000
52,rate,0.0
52,singleexemp,0
52,marriedexemp,0
52,childexemp,0
53,tno,115
53,fname,Saadia
53,lname,Valtorta
53,gender,F
53,areacode,304
53,phone,806-6310
53,city,REEDY
53,state,WV
53,zip,25270
53,maritalstatus,S
53,haschild,N
53,salary,50000
53,rate,5.8
53,singleexemp,2000
53,marriedexemp,0
53,childexemp,0
54,tno,116
54,fname,Giuseppe
54,lname,Daigle
54,gender,M
54,areacode,603
54,phone,900-7725
54,city,MANCHESTER
54,state,NH
54,zip,3104
54,maritalstatus,M
54,haschild,Y
54,salary,70000
54,rate,0.0
54,singleexemp,0
54,marriedexemp,0
54,childexemp,0
55,tno,117
55,fname,Knud
55,lname,Jenkins
55,gender,F
55,areacode,423
55,phone,309-6168
55,city,MILLINGTON
55,state,TN
55,zip,38055
55,maritalstatus,M
55,haschild,N
55,salary,15000
55,rate,0.0
55,singleexemp,0
55,marriedexemp,0
55,childexemp,0
56,tno,120
56,fname,Kayo
56,lname,Haralick
56,gender,F
56,areacode,339
56,phone,730-9081
56,city,DORCHESTER
56,state,MA
56,zip,2125
56,maritalstatus,M
56,haschild,Y
56,salary,40000
56,rate,5.3
56,singleexemp,0
56,marriedexemp,7150
56,childexemp,1000
57,tno,122
57,fname,Armin
57,lname,Seung
57,gender,M
57,areacode,804
57,phone,693-8245
57,city,RICHMOND
57,state,VA
57,zip,23292
57,maritalstatus,S
57,haschild,Y
57,salary,50000
57,rate,5.75
57,singleexemp,900
57,marriedexemp,0
57,childexemp,900
58,tno,124
58,fname,Ryuzo
58,lname,Ulich
58,gender,F
58,areacode,662
58,phone,484-5807
58,city,PORTERVILLE
58,state,MS
58,zip,39352
58,maritalstatus,S
58,haschild,N
58,salary,100000
58,rate,5.0
58,singleexemp,6000
58,marriedexemp,0
58,childexemp,0
59,tno,125
59,fname,Teruji
59,lname,Dey
59,gender,F
59,areacode,202
59,phone,989-1133
59,city,WASHINGTON
59,state,DC
59,zip,20431
59,maritalstatus,M
59,haschild,N
59,salary,10000
59,rate,4.5
59,singleexemp,0
59,marriedexemp,2740
59,childexemp,0
60,tno,126
60,fname,Francine
60,lname,Baba
60,gender,F
60,areacode,276
60,phone,414-8610
60,city,FALLS MILLS
60,state,VA
60,zip,24613
60,maritalstatus,M
60,haschild,N
60,salary,40000
60,rate,5.75
60,singleexemp,0
60,marriedexemp,1800
60,childexemp,0
61,tno,130
61,fname,Tiziana
61,lname,Schuster
61,gender,M
61,areacode,772
61,phone,727-6137
61,city,CORAL SPRINGS
61,state,FL
61,zip,33075
61,maritalstatus,S
61,haschild,N
61,salary,60000
61,rate,0.0
61,singleexemp,0
61,marriedexemp,0
61,childexemp,0
62,tno,135
62,fname,Chinho
62,lname,Demmer
62,gender,F
62,areacode,860
62,phone,584-9932
62,city,EAST HAMPTON
62,state,CT
62,zip,6424
62,maritalstatus,M
62,haschild,N
62,salary,30000
62,rate,5.0
62,singleexemp,0
62,marriedexemp,24500
62,childexemp,0
63,tno,138
63,fname,Mitsuhisa
63,lname,Papadimitriou
63,gender,F
63,areacode,207
63,phone,410-8062
63,city,GOULDSBORO
63,state,ME
63,zip,4607
63,maritalstatus,S
63,haschild,Y
63,salary,60000
63,rate,8.5
63,singleexemp,2850
63,marriedexemp,0
63,childexemp,2850
64,tno,140
64,fname,Pranava
64,lname,Siochi
64,gender,M
64,areacode,540
64,phone,851-6497
64,city,GAINESVILLE
64,state,VA
64,zip,20156
64,maritalstatus,M
64,haschild,N
64,salary,60000
64,rate,5.75
64,singleexemp,0
64,marriedexemp,1800
64,childexemp,0
65,tno,143
65,fname,Souichi
65,lname,Wadey
65,gender,F
65,areacode,802
65,phone,519-2066
65,city,STOWE
65,state,VT
65,zip,5672
65,maritalstatus,S
65,haschild,N
65,salary,45000
65,rate,3.9004214
65,singleexemp,3300
65,marriedexemp,0
65,childexemp,0
66,tno,145
66,fname,Jean
66,lname,Tsujishita
66,gender,F
66,areacode,202
66,phone,132-8926
66,city,WASHINGTON
66,state,DC
66,zip,20424
66,maritalstatus,S
66,haschild,Y
66,salary,10000
66,rate,4.5
66,singleexemp,1370
66,marriedexemp,0
66,childexemp,1370
67,tno,146
67,fname,Nicolau
67,lname,Lavoie
67,gender,M
67,areacode,865
67,phone,969-1114
67,city,COKER CREEK
67,state,TN
67,zip,37314
67,maritalstatus,S
67,haschild,N
67,salary,30000
67,rate,0.0
67,singleexemp,0
67,marriedexemp,0
67,childexemp,0
68,tno,147
68,fname,Amos
68,lname,Gavrilov
68,gender,M
68,areacode,606
68,phone,621-7327
68,city,LOUISVILLE
68,state,KY
68,zip,40293
68,maritalstatus,M
68,haschild,N
68,salary,75000
68,rate,6.0
68,singleexemp,0
68,marriedexemp,40
68,childexemp,0
69,tno,148
69,fname,Abdel
69,lname,Kinnen
69,gender,M
69,areacode,260
69,phone,635-7798
69,city,SULLIVAN
69,state,IN
69,zip,47864
69,maritalstatus,M
69,haschild,N
69,salary,10000
69,rate,3.4
69,singleexemp,0
69,marriedexemp,2000
69,childexemp,0
70,tno,151
70,fname,Nell
70,lname,Beretta
70,gender,M
70,areacode,219
70,phone,811-9770
70,city,DANVILLE
70,state,IN
70,zip,46122
70,maritalstatus,M
70,haschild,N
70,salary,100000
70,rate,3.4
70,singleexemp,0
70,marriedexemp,2000
70,childexemp,0
71,tno,152
71,fname,Hezhi
71,lname,Nishizaki
71,gender,M
71,areacode,769
71,phone,413-3763
71,city,POPE
71,state,MS
71,zip,38658
71,maritalstatus,S
71,haschild,Y
71,salary,90000
71,rate,5.0
71,singleexemp,6000
71,marriedexemp,0
71,childexemp,1500
72,tno,153
72,fname,John
72,lname,Sherratt
72,gender,M
72,areacode,978
72,phone,184-9558
72,city,OCEAN BLUFF
72,state,MA
72,zip,2065
72,maritalstatus,S
72,haschild,N
72,salary,60000
72,rate,5.3
72,singleexemp,3575
72,marriedexemp,0
72,childexemp,0
73,tno,155
73,fname,Kelly
73,lname,Heinke
73,gender,F
73,areacode,865
73,phone,863-1774
73,city,MOUNT CARMEL
73,state,TN
73,zip,37645
73,maritalstatus,M
73,haschild,Y
73,salary,55000
73,rate,0.0
73,singleexemp,0
73,marriedexemp,0
73,childexemp,0
74,tno,157
74,fname,Bir
74,lname,Byron
74,gender,F
74,areacode,315
74,phone,750-4795
74,city,BEAVER FALLS
74,state,NY
74,zip,13305
74,maritalstatus,M
74,haschild,Y
74,salary,30000
74,rate,4.127439
74,singleexemp,0
74,marriedexemp,0
74,childexemp,1000
75,tno,158
75,fname,Yukon
75,lname,Lepage
75,gender,F
75,areacode,205
75,phone,511-2544
75,city,HATCHECHUBBEE
75,state,AL
75,zip,36858
75,maritalstatus,S
75,haschild,N
75,salary,85000
75,rate,5.0
75,singleexemp,1500
75,marriedexemp,0
75,childexemp,0
76,tno,160
76,fname,Prabhudev
76,lname,Kodama
76,gender,F
76,areacode,802
76,phone,216-5879
76,city,ASCUTNEY
76,state,VT
76,zip,5030
76,maritalstatus,M
76,haschild,Y
76,salary,70000
76,rate,4.397808
76,singleexemp,0
76,marriedexemp,6600
76,childexemp,3300
77,tno,161
77,fname,Motohide
77,lname,Angiulli
77,gender,F
77,areacode,574
77,phone,682-2619
77,city,WARSAW
77,state,IN
77,zip,46582
77,maritalstatus,S
77,haschild,N
77,salary,35000
77,rate,3.4
77,singleexemp,1000
77,marriedexemp,0
77,childexemp,0
78,tno,162
78,fname,Taylor
78,lname,Sanada
78,gender,F
78,areacode,787
78,phone,500-5910
78,city,MOCA
78,state,PR
78,zip,676
78,maritalstatus,M
78,haschild,Y
78,salary,85000
78,rate,0.0
78,singleexemp,0
78,marriedexemp,0
78,childexemp,0
79,tno,166
79,fname,Vinay
79,lname,Haumacher
79,gender,F
79,areacode,252
79,phone,140-2584
79,city,MOCKSVILLE
79,state,NC
79,zip,27028
79,maritalstatus,S
79,haschild,N
79,salary,60000
79,rate,6.991258599999999
79,singleexemp,3300
79,marriedexemp,0
79,childexemp,0
80,tno,167
80,fname,Jeonghee
80,lname,Zajac
80,gender,M
80,areacode,931
80,phone,138-6557
80,city,HICKMAN
80,state,TN
80,zip,38567
80,maritalstatus,S
80,haschild,Y
80,salary,95000
80,rate,0.0
80,singleexemp,0
80,marriedexemp,0
80,childexemp,0
81,tno,171
81,fname,Daphne
81,lname,Belkhatir
81,gender,F
81,areacode,202
81,phone,188-9789
81,city,WASHINGTON NAVY YARD
81,state,DC
81,zip,20398
81,maritalstatus,S
81,haschild,Y
81,salary,25000
81,rate,7.875
81,singleexemp,1370
81,marriedexemp,0
81,childexemp,1370
82,tno,175
82,fname,Thao
82,lname,Noriega
82,gender,M
82,areacode,631
82,phone,978-2969
82,city,YONKERS
82,state,NY
82,zip,10702
82,maritalstatus,S
82,haschild,N
82,salary,40000
82,rate,4.1853657
82,singleexemp,0
82,marriedexemp,0
82,childexemp,0
83,tno,177
83,fname,Reiko
83,lname,Slyke
83,gender,M
83,areacode,937
83,phone,713-9585
83,city,BEAVERDAM
83,state,OH
83,zip,45808
83,maritalstatus,M
83,haschild,N
83,salary,5000
83,rate,0.7120000000000001
83,singleexemp,0
83,marriedexemp,2600
83,childexemp,0
84,tno,178
84,fname,Long
84,lname,Comparot
84,gender,F
84,areacode,814
84,phone,984-2470
84,city,ARCOLA
84,state,PA
84,zip,19420
84,maritalstatus,M
84,haschild,Y
84,salary,95000
84,rate,3.07
84,singleexemp,0
84,marriedexemp,0
84,childexemp,0
85,tno,180
85,fname,Torgrim
85,lname,Francisci
85,gender,F
85,areacode,843
85,phone,410-4438
85,city,MYRTLE BEACH
85,state,SC
85,zip,29578
85,maritalstatus,S
85,haschild,N
85,salary,80000
85,rate,7.0
85,singleexemp,3300
85,marriedexemp,0
85,childexemp,0
86,tno,183
86,fname,Manrique
86,lname,Fayolle
86,gender,F
86,areacode,302
86,phone,938-1929
86,city,VIOLA
86,state,DE
86,zip,19979
86,maritalstatus,M
86,haschild,Y
86,salary,60000
86,rate,5.95
86,singleexemp,0
86,marriedexemp,220
86,childexemp,110
87,tno,184
87,fname,Sahin
87,lname,Ruther
87,gender,M
87,areacode,229
87,phone,663-6848
87,city,POWDER SPRINGS
87,state,GA
87,zip,30127
87,maritalstatus,M
87,haschild,N
87,salary,20000
87,rate,6.0
87,singleexemp,0
87,marriedexemp,5400
87,childexemp,0
88,tno,185
88,fname,Xunwei
88,lname,Soreide
88,gender,F
88,areacode,731
88,phone,646-4720
88,city,PINEY FLATS
88,state,TN
88,zip,37699
88,maritalstatus,M
88,haschild,Y
88,salary,55000
88,rate,0.0
88,singleexemp,0
88,marriedexemp,0
88,childexemp,0
89,tno,188
89,fname,Monty
89,lname,Muchnick
89,gender,M
89,areacode,302
89,phone,573-6497
89,city,DELMAR
89,state,DE
89,zip,19940
89,maritalstatus,M
89,haschild,N
89,salary,5000
89,rate,2.2
89,singleexemp,0
89,marriedexemp,220
89,childexemp,0
90,tno,189
90,fname,Gerti
90,lname,Wahls
90,gender,F
90,areacode,731
90,phone,315-2994
90,city,MEMPHIS
90,state,TN
90,zip,38168
90,maritalstatus,S
90,haschild,N
90,salary,50000
90,rate,0.0
90,singleexemp,0
90,marriedexemp,0
90,childexemp,0
91,tno,191
91,fname,Rondall
91,lname,Treweek
91,gender,F
91,areacode,603
91,phone,108-9496
91,city,NORTH STRATFORD
91,state,NH
91,zip,3590
91,maritalstatus,M
91,haschild,Y
91,salary,10000
91,rate,0.0
91,singleexemp,0
91,marriedexemp,0
91,childexemp,0
92,tno,195
92,fname,Linda
92,lname,Gire
92,gender,F
92,areacode,443
92,phone,207-8909
92,city,BROWNSVILLE
92,state,MD
92,zip,21715
92,maritalstatus,M
92,haschild,Y
92,salary,95000
92,rate,4.75
92,singleexemp,0
92,marriedexemp,4800
92,childexemp,2400
93,tno,199
93,fname,Joop
93,lname,Bashkow
93,gender,M
93,areacode,301
93,phone,101-4374
93,city,BLADENSBURG
93,state,MD
93,zip,20710
93,maritalstatus,S
93,haschild,Y
93,salary,100000
93,rate,4.75
93,singleexemp,2400
93,marriedexemp,0
93,childexemp,2400
94,tno,200
94,fname,Fan
94,lname,Dingel
94,gender,M
94,areacode,803
94,phone,504-9021
94,city,FORT MILL
