18098.city,,DODGE
7878.state,,AL
8889.city,,HESSTON
7604.phone,,721-8897
17796.singleexemp,3657,3575
2975.state,,NY
6314.lname,,Franckson
18931.haschild,,Y
3035.gender,,F
10928.lname,,Luca
2684.phone,,677-2820
12138.salary,5013,5000
6127.haschild,,Y
7557.state,,IA
12569.gender,,M
9634.gender,,F
16827.state,,PA
11617.salary,55092,55000
10899.childexemp,95,0
8112.maritalstatus,,S
8317.singleexemp,42,0
13571.childexemp,1011,1000
14228.city,,HUNTSVILLE
9387.state,,DC
3864.singleexemp,17,0
8085.state,,KY
19454.singleexemp,2734,2700
15025.salary,15097,15000
408.state,,NE
12046.city,,IRVING
13233.haschild,,N
2882.childexemp,52,0
10021.childexemp,17,0
12241.state,,GA
18930.phone,,922-9538
9376.phone,,885-8460
19774.gender,,M
11888.childexemp,65,0
10498.haschild,,Y
10479.marriedexemp,4012,4000
313.marriedexemp,12008,12000
17648.haschild,,Y
7906.salary,90010,90000
13664.phone,,505-1789
18018.childexemp,998,900
7929.marriedexemp,46,0
8133.lname,,Schueller
3087.city,,ERWIN
17010.gender,,F
19982.phone,,697-8239
5535.gender,,F
16006.city,,PERRY POINT
8045.childexemp,1285,1200
15696.phone,,399-9362
7870.haschild,,N
16612.lname,,Wolovich
18306.haschild,,N
192.city,,FORSAN
15909.rate,,4.916379
19926.haschild,,Y
6429.salary,40045,40000
1980.marriedexemp,5474,5400
7714.childexemp,36,0
199.state,,CA
11114.marriedexemp,3051,3000
19507.salary,65033,65000
1515.salary,75034,75000
5881.city,,PERRY
19680.salary,15067,15000
8583.singleexemp,3588,3575
10031.city,,LAKE GEORGE
2184.gender,,F
6318.childexemp,3335,3300
17792.lname,,Moshell
14895.marriedexemp,12034,12000
8649.childexemp,86,0
9102.gender,,F
4852.phone,,147-6600
4153.salary,40039,40000
11931.maritalstatus,,M
14829.state,,KS
6222.phone,,977-5958
18119.lname,,Bonifati
14467.childexemp,43,20
17008.state,,AR
4406.lname,,Loewenstein
7953.maritalstatus,,S
4070.city,,WAIKOLOA
2161.salary,35076,35000
12984.rate,,0
15363.lname,,Borzovs
11010.gender,,M
18940.city,,HONOLULU
4581.gender,,F
19440.state,,TX
14620.childexemp,110,20
8375.lname,,Marietta
490.city,,MURFREESBORO
16378.maritalstatus,,S
16779.city,,MESA
18975.salary,65022,65000
1675.salary,70080,70000
17590.gender,,F
3880.marriedexemp,22,0
12575.state,,CT
11056.salary,60099,60000
12636.haschild,,Y
5067.state,,ND
5122.singleexemp,4,0
15441.phone,,145-1962
17111.gender,,M
16881.maritalstatus,,M
16875.marriedexemp,9089,9000
16590.rate,,4.888889
728.marriedexemp,4008,4000
4155.lname,,Schamber
18756.salary,10023,10000
11535.salary,50087,50000
13076.gender,,M
3603.phone,,516-3677
18506.city,,BLUEFIELD
1518.maritalstatus,,S
15276.state,,VA
544.singleexemp,88,87
11598.salary,50093,50000
12223.marriedexemp,98,0
11775.salary,75001,75000
17849.city,,DERWOOD
1710.marriedexemp,90,0
8428.marriedexemp,4054,4000
2484.gender,,M
10263.haschild,,Y
17057.city,,FALL RIVER
6480.singleexemp,2279,2250
5622.maritalstatus,,S
12825.salary,95016,95000
4830.gender,,F
1630.city,,WIMBLEDON
5372.rate,,7.8
1276.city,,GROVER
6869.state,,FL
11575.state,,FL
13901.gender,,M
9195.maritalstatus,,M
9387.gender,,F
19382.marriedexemp,69,0
6246.city,,FORT THOMAS
6533.rate,,6.8863635
813.marriedexemp,6661,6600
13994.gender,,M
18529.phone,,203-6192
12522.rate,,0
1953.maritalstatus,,M
10524.rate,,0
12724.singleexemp,3326,3300
10796.rate,,6.6568303
7325.phone,,263-7369
3946.maritalstatus,,M
6049.salary,90040,90000
7884.lname,,Tarabout
5047.gender,,F
8794.salary,45074,45000
6801.lname,,Welsch
533.childexemp,458,400
19897.phone,,965-4792
10319.singleexemp,82,0
13205.phone,,835-3142
12471.haschild,,Y
2978.state,,SD
8423.state,,VT
1219.haschild,,Y
7192.city,,CHESAPEAKE
14760.gender,,F
998.rate,,9
10241.rate,,5
1559.singleexemp,3166,3100
7290.haschild,,Y
3789.haschild,,N
15806.salary,45054,45000
12008.childexemp,1049,1040
5737.salary,40043,40000
10231.singleexemp,134,40
3391.lname,,Schirra
5174.haschild,,N
2920.marriedexemp,98,0
17762.gender,,M
18764.gender,,M
11386.childexemp,53,0
17341.childexemp,990,900
468.city,,EAST LIBERTY
6724.haschild,,N
19982.city,,WILMINGTON
14890.phone,,171-4010
19927.salary,15055,15000
6384.haschild,,N
916.state,,AL
6787.state,,IA
17225.salary,50067,50000
2873.marriedexemp,62,0
14171.phone,,377-2137
7638.haschild,,Y
8462.gender,,M
13428.gender,,M
14144.city,,LAS VEGAS
4172.gender,,F
11945.maritalstatus,,S
4923.marriedexemp,2090,2000
19209.phone,,366-6271
16395.maritalstatus,,M
10995.gender,,M
13401.maritalstatus,,M
5276.maritalstatus,,M
1241.lname,,Kreuer
17630.maritalstatus,,S
794.city,,LYNCH STATION
18386.state,,DE
2376.city,,CARDIN
11503.state,,KS
9184.state,,HI
6471.salary,75070,75000
2081.haschild,,Y
9613.gender,,M
12562.singleexemp,2513,2475
17843.haschild,,N
8876.singleexemp,28,0
7912.state,,TX
2444.maritalstatus,,S
3812.phone,,801-2134
18462.haschild,,Y
188.rate,,0
7923.state,,RI
2869.state,,FL
5278.rate,,5.752432
16564.singleexemp,1371,1370
15827.haschild,,Y
8283.haschild,,N
10417.phone,,821-5297
4581.state,,WA
18993.maritalstatus,,S
9566.salary,85088,85000
16140.singleexemp,36,0
10481.lname,,Emele
8778.childexemp,3383,3300
7469.marriedexemp,30,0
5737.phone,,846-4081
5463.state,,WY
10454.phone,,119-3072
1418.lname,,Srinivasaragavan
8429.phone,,101-1718
489.state,,MA
8726.childexemp,19,0
17974.city,,OLCOTT
18030.childexemp,27,0
1475.lname,,Desikan
2407.city,,NAHANT
5540.marriedexemp,29,0
14708.haschild,,N
1796.city,,WOODBURY
11340.phone,,438-7045
12578.haschild,,N
17667.phone,,235-9782
18036.rate,,7.8
353.marriedexemp,252,174
18094.singleexemp,23,0
17459.city,,BUFFALO VALLEY
10010.state,,ND
4353.haschild,,Y
10856.salary,70027,70000
14603.lname,,Spira
10739.rate,,9.3
18737.phone,,422-7990
7181.phone,,938-2984
9367.marriedexemp,86,0
10917.city,,PEEKSKILL
19362.haschild,,N
18026.marriedexemp,138,40
15397.haschild,,N
609.state,,NH
19982.lname,,Alpay
16315.rate,,7.7255244
10586.lname,,Vlaxodimitropoulos
5379.singleexemp,42,0
4568.phone,,220-5863
1642.gender,,F
16611.gender,,M
15818.marriedexemp,56,0
13223.state,,MA
19478.marriedexemp,264,220
3954.haschild,,Y
5319.singleexemp,20,0
840.haschild,,Y
3307.marriedexemp,73,0
3343.phone,,501-4920
11328.phone,,913-4097
5732.phone,,308-2631
10438.gender,,F
568.marriedexemp,51,0
14452.childexemp,2,0
4370.singleexemp,4510,4500
12227.city,,ADAIRSVILLE
13973.phone,,659-7587
12734.childexemp,32,0
19700.lname,,Rein
17312.singleexemp,6078,6000
9420.singleexemp,1069,1000
389.salary,80027,80000
7590.marriedexemp,4,0
18748.rate,,6.25
501.city,,FRIDAY HARBOR
5641.childexemp,3195,3100
3187.salary,65014,65000
15885.haschild,,Y
11869.state,,CT
2656.haschild,,N
5681.childexemp,8,0
3485.marriedexemp,76,0
19658.city,,BALLWIN
9615.haschild,,N
6834.haschild,,Y
10714.state,,NM
2833.marriedexemp,9,0
6897.maritalstatus,,S
15977.rate,,2.5357144
3714.phone,,785-2316
15801.city,,FENNIMORE
15075.rate,,6
1017.singleexemp,5,0
9893.rate,,0
6438.marriedexemp,48,0
970.salary,75069,75000
18768.rate,,9
15737.city,,NERINX
10318.marriedexemp,62,0
17987.phone,,522-3386
12785.rate,,8.5
9014.childexemp,65,0
1636.state,,VT
16491.state,,VA
14707.rate,,2.3353226
11337.gender,,M
14945.haschild,,N
4375.gender,,M
14328.lname,,Tardiff
18023.gender,,M
5323.maritalstatus,,S
13674.maritalstatus,,M
17798.rate,,5.567322
7390.singleexemp,1378,1300
6621.haschild,,N
8178.state,,CA
9156.state,,NE
3594.lname,,Watrin
456.haschild,,N
17831.city,,SAINT PAUL
4719.marriedexemp,49,0
13006.gender,,F
17627.phone,,234-5639
13007.rate,,6.84
5419.state,,VT
4264.gender,,M
9170.city,,DEER ISLE
15247.city,,MERETA
12934.rate,,5.75
7663.city,,HONOLULU
15721.city,,TUCSON
11272.state,,NH
16615.haschild,,Y
16936.city,,EDGEWATER
4532.rate,,2.3717437
9249.phone,,520-8697
7746.haschild,,Y
4825.marriedexemp,29,0
13812.haschild,,Y
9654.maritalstatus,,M
8901.city,,BOISE
6812.childexemp,94,0
4559.marriedexemp,2013,2000
1211.singleexemp,3307,3300
3292.salary,45098,45000
6114.phone,,841-6804
19166.city,,WASHINGTON
11031.lname,,Convent
7701.lname,,Grospietsch
9582.gender,,F
3233.singleexemp,2,0
10110.gender,,F
10173.lname,,Fimbel
17459.singleexemp,80,0
4213.lname,,Maluszynski
4924.salary,75086,75000
4232.singleexemp,15,0
11055.lname,,Cuadrado
11991.maritalstatus,,M
19317.haschild,,Y
4007.singleexemp,63,0
13267.marriedexemp,6271,6200
16564.salary,65082,65000
6388.salary,70071,70000
16314.city,,DIXON
6538.phone,,228-9042
16923.gender,,F
6051.gender,,M
19877.haschild,,N
8349.city,,LA HARPE
19867.maritalstatus,,M
15122.gender,,M
2681.childexemp,50,0
15029.lname,,Phan
7965.state,,NY
10716.phone,,411-8507
11917.haschild,,Y
7532.gender,,M
2227.state,,KY
18678.phone,,265-3424
16167.singleexemp,33,0
3365.childexemp,77,0
15157.phone,,416-8961
5598.gender,,M
14388.singleexemp,82,0
9298.rate,,5
2140.salary,75079,75000
10527.gender,,M
16444.rate,,6.84
16353.gender,,M
11380.maritalstatus,,S
18265.salary,30064,30000
12572.phone,,857-3585
9470.childexemp,79,0
7096.haschild,,N
17588.city,,ALDERSON
2690.marriedexemp,2,0
3188.city,,BUCKLAND
8514.childexemp,48,0
11650.salary,65083,65000
13939.marriedexemp,75,0
6756.haschild,,N
12852.state,,WI
10260.city,,PARCEL RETURN SERVICE
9382.state,,WI
10768.marriedexemp,37,0
8635.rate,,0
3898.singleexemp,744,700
13895.phone,,992-9086
3052.lname,,Govert
15427.salary,50015,50000
2222.marriedexemp,4080,4000
16939.gender,,M
13890.haschild,,N
6133.state,,OK
3529.rate,,7
18776.state,,ME
11837.state,,DC
19830.city,,BOTHELL
19922.phone,,590-9228
7350.maritalstatus,,M
5098.marriedexemp,94,0
4047.state,,CT
4808.rate,,2
12771.gender,,F
7263.state,,GA
6505.singleexemp,48,0
6481.haschild,,Y
8655.salary,5025,5000
8622.phone,,643-9872
5572.state,,PR
16906.maritalstatus,,S
4424.childexemp,1005,1000
2959.phone,,375-6596
2040.maritalstatus,,M
13436.rate,,4.2297716
10724.singleexemp,60,0
8841.rate,,7.85
13170.singleexemp,41,0
770.maritalstatus,,M
11599.haschild,,N
1391.childexemp,3323,3300
9655.state,,SD
14777.marriedexemp,29,0
14384.state,,HI
16735.childexemp,31,0
205.marriedexemp,6604,6600
6524.phone,,520-2225
18082.rate,,0
5197.phone,,979-4468
16295.state,,AZ
7910.gender,,M
11463.marriedexemp,86,0
11132.lname,,Riva
16584.state,,ID
6116.maritalstatus,,S
16559.city,,GREAT CACAPON
5478.singleexemp,6055,6000
17957.gender,,M
274.marriedexemp,99,0
16644.gender,,F
1004.gender,,M
15190.marriedexemp,1,0
3061.maritalstatus,,S
8092.maritalstatus,,M
17445.state,,MT
7622.salary,65096,65000
10218.maritalstatus,,S
7176.childexemp,4,0
7958.singleexemp,33,0
6152.singleexemp,1562,1500
5509.gender,,M
11211.gender,,M
15938.maritalstatus,,M
4294.singleexemp,22,0
10891.rate,,5.3
15278.lname,,Veldes
13041.phone,,651-8716
8702.city,,GREENE
19922.rate,,5.3
5371.salary,65014,65000
9684.lname,,Savasere
14999.lname,,Abeck
11986.haschild,,Y
3296.maritalstatus,,M
11269.singleexemp,60,0
940.singleexemp,88,0
14201.marriedexemp,4287,4200
13088.phone,,644-6085
18692.lname,,Apperley
14457.singleexemp,2319,2250
12704.maritalstatus,,M
11954.singleexemp,79,0
16107.rate,,0
10274.city,,MONROE
18380.state,,PR
16070.marriedexemp,85,0
12964.gender,,F
16650.state,,MS
14479.singleexemp,2265,2250
3720.salary,70022,70000
11193.lname,,Lynn
12001.rate,,4.707031
1759.rate,,5.75
16009.maritalstatus,,M
16027.childexemp,3302,3300
13969.maritalstatus,,M
8528.salary,100093,100000
7114.lname,,Giachin
3520.marriedexemp,6672,6600
3464.maritalstatus,,S
1035.salary,85092,85000
15678.phone,,795-3090
10086.state,,ND
6169.gender,,F
16929.childexemp,3342,3300
720.salary,90063,90000
2841.maritalstatus,,S
2874.singleexemp,81,0
11210.marriedexemp,2094,2000
12158.childexemp,94,0
18028.rate,,6
16567.childexemp,24,0
14984.lname,,Brossler
14515.childexemp,86,0
11142.singleexemp,7,0
16122.state,,VT
1357.salary,80045,80000
1299.singleexemp,3363,3300
13978.maritalstatus,,S
15982.lname,,Boissier
7269.childexemp,12,0
15421.childexemp,2930,2850
6144.gender,,F
9.gender,,F
14499.childexemp,31,0
18520.haschild,,Y
18640.state,,PR
15658.marriedexemp,9072,9000
6551.salary,40065,40000
10583.childexemp,2032,2000
9803.rate,,8.25
14746.singleexemp,71,0
311.haschild,,N
16453.lname,,Arens
2465.phone,,209-6529
6889.city,,EVERETT
18696.gender,,M
5548.phone,,165-5456
2188.haschild,,Y
9751.salary,5050,5000
4912.phone,,565-3454
8952.childexemp,75,0
9097.phone,,189-2143
815.childexemp,1579,1500
10614.state,,NM
1988.maritalstatus,,S
16265.childexemp,166,103
16996.salary,40057,40000
7451.rate,,4.245455
12913.rate,,6.948391
9686.maritalstatus,,S
1977.state,,PR
7758.lname,,Dehais
14316.singleexemp,1035,1000
4316.salary,5063,5000
7158.maritalstatus,,S
19959.lname,,Ebanks
13638.maritalstatus,,M
774.haschild,,Y
19182.rate,,5.529042
6195.phone,,284-8586
16862.singleexemp,93,0
6004.maritalstatus,,S
16825.singleexemp,29,0
8097.singleexemp,29,0
5986.childexemp,78,0
11692.haschild,,N
6491.singleexemp,47,0
2467.haschild,,Y
1649.maritalstatus,,M
6987.phone,,611-8103
16925.gender,,F
12694.rate,,5.3
11988.state,,MN
14153.salary,15088,15000
10206.haschild,,N
4948.singleexemp,91,0
18465.salary,30077,30000
8910.singleexemp,2014,2000
19759.state,,WV
14065.city,,THOMASVILLE
10430.childexemp,3357,3300
12937.singleexemp,22,0
140.city,,ALBUQUERQUE
9304.haschild,,Y
14980.haschild,,N
4969.city,,MANHATTAN
15563.rate,,8.5
16701.childexemp,1945,1900
3558.city,,MONTEVIEW
19613.maritalstatus,,M
825.lname,,Womack
115.rate,,0
2482.singleexemp,1057,1000
14206.gender,,F
3564.childexemp,75,0
18214.marriedexemp,67,0
7298.state,,AK
15409.childexemp,49,0
2980.childexemp,16,0
14760.marriedexemp,68,0
13530.salary,85012,85000
2408.phone,,399-9306
15961.salary,75054,75000
8766.singleexemp,6,0
1054.lname,,Eastaughffe
15157.singleexemp,38,0
5807.marriedexemp,2022,2000
15313.salary,90093,90000
1377.maritalstatus,,M
12563.singleexemp,44,0
16262.state,,MA
10059.haschild,,N
15460.maritalstatus,,M
5706.maritalstatus,,S
6483.phone,,939-8844
11025.marriedexemp,66,0
14304.singleexemp,65,0
9766.rate,,0
6742.lname,,Simons
4219.maritalstatus,,S
19253.salary,35008,35000
1760.rate,,5.609091
2719.singleexemp,61,0
5665.haschild,,Y
9764.marriedexemp,12,0
18536.marriedexemp,4300,4200
8094.phone,,557-4017
11494.city,,PHENIX CITY
5384.state,,UT
12077.phone,,896-8876
15747.haschild,,Y
13659.phone,,874-8244
303.rate,,0
18806.haschild,,N
14156.lname,,Staub
17246.haschild,,N
17939.childexemp,28,0
3244.lname,,Vosburgh
1026.city,,SHIRLAND
10821.state,,NH
17241.phone,,301-6192
15377.singleexemp,19,0
814.haschild,,N
9754.city,,OARK
1846.maritalstatus,,M
2550.lname,,Lamont
5110.childexemp,90,0
5103.city,,LOUISE
7352.maritalstatus,,M
6500.state,,OH
19895.phone,,945-3195
13309.singleexemp,87,0
16674.gender,,M
5301.singleexemp,72,0
15932.singleexemp,749,700
13420.rate,,7.201049
14707.childexemp,44,0
14919.rate,,4.475
10250.state,,MO
13451.rate,,0
9244.city,,FOWLER
9820.haschild,,N
16292.city,,HILDALE
16235.city,,GARDEN CITY
6531.salary,45098,45000
13351.maritalstatus,,S
14675.salary,35098,35000
10285.singleexemp,2078,2000
530.rate,,6.590543
19627.lname,,Heydon
9606.singleexemp,7,0
13859.city,,PHOENIX
8912.maritalstatus,,M
10884.gender,,M
5325.state,,IA
12011.haschild,,N
11113.childexemp,3378,3300
1574.gender,,M
7999.gender,,F
19935.rate,,6.45
15332.haschild,,N
14234.salary,95036,95000
4402.gender,,M
3468.marriedexemp,4598,4500
9505.maritalstatus,,M
13607.lname,,Gillo
19548.gender,,F
2607.maritalstatus,,S
7078.maritalstatus,,S
2255.gender,,M
17473.gender,,M
15675.phone,,595-6933
3018.haschild,,N
15087.lname,,Dicky
19312.city,,MERIDIAN
10417.salary,15004,15000
2873.singleexemp,43,0
2405.city,,ENVILLE
17748.maritalstatus,,M
8627.marriedexemp,73,0
9078.singleexemp,8,0
13041.salary,80071,80000
11865.childexemp,1071,1000
12079.state,,MS
6760.haschild,,Y
19676.gender,,F
8166.haschild,,N
15121.maritalstatus,,M
32.rate,,5.3
11745.salary,30005,30000
17526.phone,,327-8488
2566.gender,,M
10251.maritalstatus,,M
14552.maritalstatus,,M
10093.lname,,Bruchert
512.gender,,M
9200.state,,MI
6488.haschild,,Y
322.salary,55023,55000
8494.city,,PERU
16313.haschild,,Y
7692.maritalstatus,,S
9606.gender,,M
10307.marriedexemp,58,0
2966.childexemp,34,0
2009.lname,,Bax
11362.gender,,M
4309.childexemp,56,0
12800.maritalstatus,,S
11453.lname,,Easwarakumar
5800.singleexemp,6,0
13696.haschild,,N
13755.city,,HAWTHORNE
16690.state,,MS
2492.childexemp,77,0
10862.marriedexemp,2670,2600
16998.marriedexemp,1475,1400
8808.phone,,117-4485
13621.maritalstatus,,S
16167.city,,YULEE
5062.childexemp,976,900
19092.city,,TINTAH
3211.maritalstatus,,M
3408.gender,,F
13827.lname,,Giddy
8943.phone,,498-5961
3972.lname,,Nagasaka
4944.state,,WY
4868.lname,,Brule
17636.state,,FL
1969.salary,80056,80000
19682.maritalstatus,,S
10334.state,,AZ
8268.childexemp,74,0
8839.phone,,589-7905
15104.phone,,224-5553
2340.maritalstatus,,M
15527.maritalstatus,,M
16645.state,,WI
19634.childexemp,27,0
1154.lname,,Olveszky
8228.childexemp,2015,2000
18105.lname,,Shanblatt
836.marriedexemp,76,0
4077.gender,,F
16022.haschild,,Y
13017.lname,,Baja
3377.marriedexemp,1429,1400
14052.singleexemp,1930,1900
16485.state,,DC
15076.singleexemp,41,0
13718.haschild,,Y
16820.gender,,F
11680.city,,MAIDEN ROCK
14796.childexemp,3010,3000
9458.state,,NJ
637.city,,STRUNK
13028.childexemp,42,0
4309.gender,,M
16276.rate,,9
17510.phone,,244-9898
19581.childexemp,21,0
5728.maritalstatus,,M
3781.singleexemp,1590,1500
4194.salary,40037,40000
8858.gender,,F
2339.singleexemp,24,0
8812.salary,50091,50000
5380.phone,,683-2520
14810.marriedexemp,4006,4000
3352.childexemp,32,0
7463.rate,,5.3
15601.phone,,304-2124
1951.salary,15001,15000
17945.salary,60071,60000
12918.singleexemp,923,900
9202.lname,,Papachristidis
14671.city,,LANE
15309.rate,,6
2377.rate,,3.5
13066.salary,75052,75000
5295.haschild,,Y
19195.lname,,Alvarez
8603.rate,,4.127439
16339.maritalstatus,,M
11384.childexemp,1015,1000
1271.childexemp,74,0
14908.marriedexemp,33,0
19817.childexemp,12,0
5963.marriedexemp,3898,3800
19591.city,,ODEN
14788.singleexemp,23,0
4255.childexemp,68,0
3905.phone,,792-8481
