174924.rate,,3.6
51555.salary,,40000
63888.haschild,,Y
125211.marriedexemp,,6600
147862.maritalstatus,,S
60118.singleexemp,,0
29945.maritalstatus,,M
141783.lname,,Boreale
110003.lname,,Joobbani
176299.maritalstatus,,S
140593.haschild,,N
103110.rate,,4.127439
197507.salary,,10000
95472.marriedexemp,,0
7533.salary,,100000
75705.city,,HEALY
49738.rate,,6.0
647.city,,BARHAMSVILLE
88708.marriedexemp,,6600
18502.gender,,M
102960.childexemp,,0
125136.salary,,20000
105839.haschild,,Y
88597.marriedexemp,,6600
174528.rate,,1.4
164006.lname,,Hatcher
140285.gender,,F
24003.phone,,675-2865
117830.singleexemp,,0
133469.maritalstatus,,M
100194.marriedexemp,,3800
33252.state,,PA
140488.singleexemp,,0
195543.city,,HOWELL
107694.haschild,,N
39323.haschild,,Y
63086.haschild,,N
18596.marriedexemp,,0
47565.marriedexemp,,0
2347.lname,,Anrig
44986.haschild,,N
59758.childexemp,,1000
90875.state,,AL
6977.city,,HOLLYWOOD
175506.marriedexemp,,5400
99549.state,,WV
90041.marriedexemp,,220
67320.lname,,Wielonsky
40409.salary,,75000
135820.marriedexemp,,0
60846.rate,,6.0
157387.phone,,364-9946
116483.marriedexemp,,2000
62137.marriedexemp,,0
123872.maritalstatus,,S
32619.city,,COMERIO
174916.marriedexemp,,0
179396.salary,,70000
135788.gender,,M
29280.childexemp,,0
82158.phone,,566-7512
35837.childexemp,,0
59433.childexemp,,300
87729.singleexemp,,0
81187.rate,,1.8738205
195342.lname,,Gusella
197882.lname,,Alpin
22105.state,,ND
190803.state,,PR
31938.marriedexemp,,0
185725.maritalstatus,,S
142926.singleexemp,,0
40757.city,,ODESSA
87090.salary,,40000
153714.childexemp,,0
139542.phone,,865-7422
99793.childexemp,,0
119388.childexemp,,3300
192516.lname,,Lalanne
179790.childexemp,,0
185234.gender,,M
58777.maritalstatus,,S
118917.rate,,3.4
164969.rate,,4.75
114302.childexemp,,0
130658.city,,EAST ANDOVER
90385.state,,NC
154623.childexemp,,400
192505.singleexemp,,700
144071.salary,,20000
67856.phone,,639-5010
196018.salary,,70000
44938.singleexemp,,0
3214.gender,,M
142158.childexemp,,40
64462.marriedexemp,,2000
56506.singleexemp,,0
38022.city,,EARLY
179451.rate,,5.8
170394.gender,,F
25030.rate,,6.0
152384.city,,LAPINE
143132.phone,,411-9270
102237.maritalstatus,,M
101464.haschild,,N
25842.maritalstatus,,S
177300.haschild,,Y
33493.city,,CARDWELL
108099.phone,,621-5656
130978.singleexemp,,0
53567.lname,,Leask
28656.gender,,M
87260.salary,,15000
27935.childexemp,,103
25242.gender,,M
57651.haschild,,N
131907.singleexemp,,1000
132520.gender,,M
39819.state,,NH
113121.salary,,5000
43664.phone,,101-2030
109584.lname,,Rauhe
91386.city,,HARVEY
9647.state,,SC
10235.gender,,M
159797.haschild,,Y
80082.phone,,835-6000
154355.salary,,65000
152679.childexemp,,0
32251.state,,NY
195793.state,,NV
126808.gender,,M
122381.childexemp,,1000
189890.state,,MT
26658.city,,PARKER
36031.maritalstatus,,S
12278.salary,,35000
175239.maritalstatus,,S
160495.gender,,M
25714.gender,,F
108235.singleexemp,,3300
148001.singleexemp,,20
139564.maritalstatus,,S
74311.city,,SHELTON
66025.maritalstatus,,S
76216.salary,,60000
110710.childexemp,,1200
78829.singleexemp,,2100
100322.haschild,,N
167038.gender,,M
95315.childexemp,,0
122997.haschild,,N
11888.haschild,,N
111721.city,,BEEBE PLAIN
191640.singleexemp,,3300
7032.lname,,Baba
43891.city,,GLEN
179036.phone,,560-4156
35530.marriedexemp,,0
31338.singleexemp,,0
147422.phone,,898-9834
2160.state,,CO
182112.maritalstatus,,S
64972.haschild,,Y
81427.childexemp,,159
65335.gender,,M
50275.gender,,F
119947.phone,,810-1665
184729.city,,DENVER
51771.phone,,647-3504
14011.marriedexemp,,6600
168633.marriedexemp,,24500
12810.maritalstatus,,S
132338.marriedexemp,,6600
162095.city,,SEWANEE
45478.marriedexemp,,0
48266.haschild,,Y
12245.city,,MENDON
110203.childexemp,,0
158943.city,,RESERVE
164398.state,,NM
8021.rate,,8.98
25655.singleexemp,,0
80252.marriedexemp,,0
47411.maritalstatus,,M
64975.gender,,M
103511.haschild,,Y
46527.salary,,75000
81241.rate,,4.63
130057.haschild,,N
107555.singleexemp,,0
187002.singleexemp,,0
43907.lname,,Graefe
24337.haschild,,N
32690.salary,,5000
159650.rate,,0.0
171573.singleexemp,,0
6386.salary,,10000
789.haschild,,N
78423.marriedexemp,,0
131322.rate,,0.0
186151.marriedexemp,,0
185977.singleexemp,,0
39065.marriedexemp,,0
39443.maritalstatus,,S
25457.rate,,1.3826939
192854.lname,,Prior
197956.city,,LONGWOOD
40172.haschild,,N
157207.phone,,726-2412
195315.maritalstatus,,M
159972.salary,,55000
4822.marriedexemp,,0
86684.phone,,770-2160
163303.childexemp,,0
19336.marriedexemp,,0
157096.haschild,,N
65266.salary,,85000
52484.city,,HOWARDSVILLE
33378.state,,MI
21840.haschild,,Y
133153.maritalstatus,,S
100948.state,,PR
136556.salary,,15000
30245.singleexemp,,2700
161623.marriedexemp,,0
180939.marriedexemp,,0
136240.gender,,M
31783.childexemp,,1500
123222.gender,,F
187293.salary,,35000
66000.singleexemp,,2850
158001.city,,ARANSAS PASS
30041.lname,,Rasche
94068.gender,,M
42035.phone,,573-8795
185055.maritalstatus,,M
140547.salary,,85000
172511.lname,,Ciampi
6803.lname,,Farhi
145947.childexemp,,2000
177502.state,,PA
56839.singleexemp,,0
65891.marriedexemp,,0
111744.state,,DE
164194.haschild,,N
93116.lname,,Cattrall
50859.phone,,362-7071
30463.singleexemp,,2475
139741.singleexemp,,6000
160816.city,,BELLOWS FALLS
91925.gender,,M
161025.singleexemp,,0
93668.haschild,,N
182644.haschild,,N
114064.state,,RI
189354.phone,,441-6858
143648.childexemp,,272
153998.salary,,65000
185232.marriedexemp,,2000
31218.state,,KS
110320.city,,BELLE MINA
37262.singleexemp,,0
175106.marriedexemp,,0
123625.lname,,Nonnenmacher
163266.lname,,Kavi
191121.state,,NV
155519.salary,,70000
67026.state,,ID
95630.maritalstatus,,M
160429.phone,,137-3568
97081.maritalstatus,,M
71896.haschild,,N
143482.marriedexemp,,0
144669.maritalstatus,,M
110874.lname,,Simutis
142694.city,,CONGERS
56873.marriedexemp,,318
117627.lname,,Classe
25375.salary,,50000
50267.salary,,100000
5808.salary,,75000
164161.gender,,F
21885.lname,,Masaki
88362.lname,,Pick
107913.city,,LOUISBURG
166776.singleexemp,,4500
174575.haschild,,N
138065.singleexemp,,0
168813.lname,,Hillston
199527.haschild,,N
84711.singleexemp,,0
196486.singleexemp,,0
118915.singleexemp,,0
71105.city,,DORRIS
153612.lname,,Kruck
143329.marriedexemp,,0
25434.marriedexemp,,6600
132848.phone,,559-1676
170983.city,,WAIKOLOA
57021.phone,,948-5307
39653.singleexemp,,0
54375.haschild,,Y
54702.marriedexemp,,2740
105625.gender,,F
120472.state,,VT
96980.city,,DORADO
54025.salary,,10000
111026.salary,,95000
39606.state,,MD
59672.salary,,25000
47667.phone,,606-4762
102188.city,,ELIZABETH
146885.phone,,888-9193
183314.rate,,0.0
113943.singleexemp,,0
153438.haschild,,N
101642.childexemp,,2250
34273.gender,,F
18612.city,,BEAR RIVER CITY
27765.singleexemp,,0
137440.state,,NE
39781.city,,WICHITA
2826.gender,,M
186441.gender,,M
80101.childexemp,,0
168590.singleexemp,,12750
173794.haschild,,Y
62144.phone,,321-3623
6122.gender,,F
158872.singleexemp,,700
129442.gender,,F
51968.phone,,792-1094
104550.rate,,0.0
122511.city,,SALT LAKE CITY
132508.singleexemp,,0
177565.haschild,,N
66598.lname,,Kamoun
161098.childexemp,,0
120365.gender,,M
158491.salary,,10000
81192.state,,RI
130165.phone,,997-7072
44206.gender,,F
151911.phone,,504-8826
134487.city,,WILMINGTON
41744.gender,,F
171024.salary,,30000
13321.lname,,Ziauddin
92080.state,,PR
120279.haschild,,N
118886.marriedexemp,,0
195395.phone,,163-4656
5629.city,,BOGALUSA
119687.phone,,743-5795
167098.salary,,85000
83541.salary,,95000
145381.childexemp,,0
188904.singleexemp,,0
75813.maritalstatus,,S
195070.city,,HALF MOON BAY
56665.phone,,171-9964
190412.gender,,F
100181.lname,,Kurfess
181359.marriedexemp,,0
172819.lname,,Schijf
87617.salary,,100000
8148.haschild,,Y
65091.rate,,2.1034775
22719.gender,,M
95733.childexemp,,0
126518.maritalstatus,,M
140048.phone,,630-1179
56203.rate,,6.0
111328.lname,,Koppol
152378.phone,,903-2844
24257.rate,,4.359146
176353.salary,,85000
2032.gender,,F
128447.salary,,60000
145457.city,,GREENVILLE JUNCTION
189567.state,,UT
14094.haschild,,Y
101996.rate,,0.0
170195.rate,,2.0
36908.salary,,45000
21805.salary,,20000
95881.marriedexemp,,0
142676.salary,,80000
80446.rate,,6.9
101242.childexemp,,0
83739.maritalstatus,,M
14716.haschild,,N
8886.childexemp,,0
83126.childexemp,,0
51463.lname,,Tolba
150868.gender,,F
145749.gender,,M
157668.singleexemp,,0
152514.rate,,7.0
84230.gender,,M
98024.marriedexemp,,0
92369.haschild,,N
65848.city,,MARION
109423.singleexemp,,0
191308.singleexemp,,2475
44759.singleexemp,,2100
48096.lname,,Varhegyi
155348.childexemp,,0
62721.childexemp,,0
120383.singleexemp,,0
189526.haschild,,N
27638.gender,,F
121723.singleexemp,,0
46361.state,,MN
25074.salary,,85000
118730.city,,UNIVERSITY PARK
10468.salary,,55000
43437.state,,KY
141395.marriedexemp,,0
182333.lname,,Backus
28860.city,,RICHMOND
163551.maritalstatus,,S
180929.childexemp,,103
81388.haschild,,N
157692.haschild,,N
159713.childexemp,,0
161404.salary,,85000
21849.marriedexemp,,4500
180571.city,,VENTURA
119538.rate,,6.9
162605.salary,,30000
98372.city,,ELMO
170486.maritalstatus,,S
181204.maritalstatus,,S
137581.singleexemp,,0
20228.salary,,20000
193509.state,,NM
158651.maritalstatus,,M
75884.gender,,F
139728.maritalstatus,,M
125310.maritalstatus,,S
133005.haschild,,Y
35960.gender,,F
50014.singleexemp,,3300
115108.salary,,30000
63372.gender,,F
5204.rate,,9.0
110449.singleexemp,,0
173703.marriedexemp,,0
6310.state,,MO
113525.city,,GLENWOOD
49813.marriedexemp,,4800
25773.state,,GA
21334.city,,WHITE PLAINS
21807.lname,,Leela
10901.salary,,25000
140593.lname,,Cau
551.state,,FL
150018.salary,,65000
54513.city,,ROCHESTER
132569.childexemp,,0
125425.salary,,5000
117054.state,,MD
9425.state,,NH
149282.gender,,M
12253.maritalstatus,,M
87141.gender,,M
115594.state,,MS
31927.maritalstatus,,S
125725.rate,,4.4
136956.salary,,40000
88504.gender,,F
55367.rate,,7.0
151625.gender,,M
55735.salary,,50000
62873.childexemp,,0
50769.singleexemp,,1900
168003.salary,,85000
88965.rate,,0.0
114294.singleexemp,,0
121486.gender,,F
79673.city,,CLEATON
51981.lname,,Bittan
43423.salary,,30000
26885.gender,,F
127254.singleexemp,,0
195490.rate,,3.9
61759.city,,MAVISDALE
14697.maritalstatus,,S
98556.gender,,M
101368.marriedexemp,,0
121192.rate,,9.3
187113.childexemp,,2250
147943.city,,EATONTOWN
151060.gender,,F
157656.rate,,6.0
2132.singleexemp,,0
105149.haschild,,Y
187866.maritalstatus,,M
60783.rate,,5.0
144257.phone,,374-8870
137183.childexemp,,0
79089.salary,,60000
165153.salary,,40000
194198.lname,,Varwig
75651.childexemp,,0
148763.maritalstatus,,M
20903.city,,PHILADELPHIA
111995.salary,,35000
151040.city,,CAWKER CITY
174991.lname,,Schmerl
142579.salary,,50000
16644.childexemp,,1000
176605.singleexemp,,0
81478.rate,,3.0
135156.state,,NC
90470.city,,LAS VEGAS
64548.lname,,Magliveras
170622.rate,,4.75
92090.gender,,M
86290.salary,,95000
163045.marriedexemp,,0
16493.haschild,,N
36334.lname,,Deringer
129511.haschild,,N
197645.phone,,116-6860
114174.marriedexemp,,0
149084.rate,,5.0
96375.state,,MS
138522.salary,,10000
27344.phone,,884-6260
9038.salary,,80000
158143.phone,,513-9747
34226.singleexemp,,0
129300.maritalstatus,,M
132055.gender,,F
122693.rate,,8.98
95035.rate,,5.0
194492.state,,WY
48471.marriedexemp,,0
194104.lname,,Jushchenko
91939.city,,ELLENDALE
117775.gender,,M
36479.singleexemp,,0
127228.lname,,McKie
26614.gender,,F
87318.rate,,4.880782
132113.childexemp,,3300
87320.marriedexemp,,9000
145132.singleexemp,,0
81393.gender,,M
119587.lname,,Comellas
27928.lname,,Morton
15278.salary,,30000
175663.state,,CT
195406.marriedexemp,,6600
147183.marriedexemp,,0
100777.haschild,,N
107303.salary,,85000
167213.marriedexemp,,0
104540.marriedexemp,,0
180889.lname,,Aha
108628.phone,,387-8504
107896.gender,,M
18983.childexemp,,0
110432.gender,,F
63977.rate,,6.0
193323.marriedexemp,,0
133827.lname,,Papastamatiou
53817.rate,,6.25
176971.maritalstatus,,S
11052.salary,,90000
167980.phone,,917-4322
155264.salary,,85000
188888.phone,,122-2808
16600.singleexemp,,1000
38190.lname,,Ashfield
139051.lname,,Horvitz
35278.gender,,F
112295.childexemp,,1500
50672.city,,RARITAN
75302.gender,,F
155007.city,,LUVERNE
71326.childexemp,,3300
180629.city,,CHACON
32999.haschild,,Y
14665.childexemp,,1900
32142.salary,,65000
178930.marriedexemp,,0
175483.marriedexemp,,0
3415.rate,,3.8775
87300.state,,NY
55116.salary,,60000
45179.lname,,Tonnesen
65015.marriedexemp,,0
78156.childexemp,,0
169430.city,,SOUTH KENT
40090.city,,JACKSON
149378.rate,,3.4
121442.city,,SPENCER
193829.rate,,0.0
82569.lname,,Hallman
124452.singleexemp,,0
33628.state,,WV
157227.rate,,0.0
190740.phone,,919-5377
87518.childexemp,,0
178401.salary,,70000
177505.singleexemp,,0
102190.lname,,Messeguer
86165.phone,,652-8880
77798.city,,MIDNIGHT
22161.childexemp,,0
72564.marriedexemp,,0
142226.salary,,85000
99719.city,,HOPE HULL
143484.maritalstatus,,S
62265.marriedexemp,,0
33258.phone,,575-8863
28522.childexemp,,0
100190.lname,,Beauzamy
174730.marriedexemp,,0
176306.marriedexemp,,0
115402.phone,,668-4494
166756.singleexemp,,20
110267.lname,,Antao
9692.rate,,5.75
154749.phone,,879-4794
45860.maritalstatus,,M
162799.childexemp,,0
79448.city,,BRICELYN
24937.singleexemp,,0
178503.lname,,Kossowski
44703.lname,,Rauscher
41090.singleexemp,,3300
115901.gender,,M
39219.childexemp,,0
25931.singleexemp,,0
106720.singleexemp,,0
17604.singleexemp,,12750
190702.state,,ND
199543.phone,,238-9551
174935.marriedexemp,,0
67590.phone,,207-1334
118434.lname,,Kamiko
3949.haschild,,Y
93271.maritalstatus,,M
33270.marriedexemp,,0
70807.lname,,Gravano
142101.salary,,100000
292.phone,,205-5860
123961.city,,COLUMBIA
147912.phone,,954-8867
131172.marriedexemp,,0
144022.lname,,Fasel
159532.singleexemp,,2475
107499.phone,,252-1606
139514.lname,,Merey
48966.marriedexemp,,6600
5463.salary,,50000
72933.state,,IA
102847.gender,,F
35677.marriedexemp,,0
153878.rate,,0.0
140900.salary,,95000
552.rate,,6.9
34944.maritalstatus,,M
94152.gender,,F
48919.phone,,222-1486
192550.city,,OLMITZ
131704.phone,,962-6629
8691.state,,AL
117119.phone,,864-4760
42070.childexemp,,1040
44189.phone,,354-4047
46627.marriedexemp,,0
192556.salary,,35000
123069.city,,DEERFIELD
165694.lname,,Hepplewhite
43426.salary,,70000
118352.gender,,F
96963.city,,WALSTON
32436.phone,,583-7483
156791.phone,,974-7535
140259.singleexemp,,0
190869.state,,AL
33421.haschild,,Y
53436.maritalstatus,,S
19420.lname,,Carey
186125.state,,TX
106209.gender,,F
191573.lname,,Gischer
50142.gender,,F
81039.state,,VA
107115.state,,MT
63209.gender,,M
139086.maritalstatus,,S
139804.gender,,M
62385.salary,,30000
41548.haschild,,Y
134232.singleexemp,,103
2439.state,,MD
68025.city,,ROCKLAND
82719.lname,,Lakshminarasimhan
42279.state,,MD
48858.childexemp,,0
37728.state,,MO
89331.city,,NEW ALBANY
110452.childexemp,,0
196109.gender,,M
185454.phone,,729-1981
164050.gender,,M
21796.city,,PORTLAND
140000.salary,,20000
192873.rate,,1.9519792
5936.phone,,529-6809
131305.gender,,F
107141.gender,,M
115075.maritalstatus,,M
51200.state,,PR
164557.gender,,M
71239.phone,,544-1154
187230.childexemp,,0
32773.lname,,Schrock
773.haschild,,N
141686.state,,OK
86026.lname,,Tschudin
35927.phone,,534-9696
81734.marriedexemp,,0
119165.marriedexemp,,0
85582.phone,,825-9522
94240.city,,LAKEWOOD
187627.marriedexemp,,0
195346.phone,,133-9320
81229.lname,,Tweedie
83597.gender,,F
185211.salary,,10000
159462.haschild,,Y
155018.haschild,,N
140486.singleexemp,,3100
131734.rate,,2.6903439
33780.rate,,7.111101
96836.state,,LA
120653.city,,VOLUNTOWN
23451.phone,,279-3114
43858.salary,,10000
135554.childexemp,,0
77623.singleexemp,,0
12069.gender,,F
69660.phone,,156-7385
135386.state,,UT
187415.state,,OH
54742.salary,,75000
100668.lname,,Melvin
62489.maritalstatus,,M
154426.marriedexemp,,0
63092.gender,,M
99615.marriedexemp,,0
162738.gender,,M
29163.phone,,342-4611
155281.lname,,Ishak
59577.rate,,5.0
90322.state,,WV
15811.maritalstatus,,M
197289.gender,,M
81261.singleexemp,,0
79058.state,,NM
56470.city,,ADDIS
177347.rate,,0.0
86010.rate,,6.0
56263.city,,HAMDEN
112751.lname,,Viallet
112732.marriedexemp,,4800
198135.marriedexemp,,0
111719.gender,,M
124349.phone,,465-3651
127336.salary,,70000
178233.salary,,75000
132112.haschild,,Y
16010.city,,WALLING
98646.city,,ROCK SPRINGS
1195.gender,,M
124815.phone,,573-2464
26623.marriedexemp,,0
36580.lname,,Dedrick
108634.lname,,DiPippo
74683.rate,,6.7814684
169916.maritalstatus,,M
8132.haschild,,N
158051.marriedexemp,,2080
113474.rate,,2.451245
188026.gender,,M
132066.marriedexemp,,0
94614.haschild,,N
62833.haschild,,Y
74016.maritalstatus,,M
152891.lname,,Kalashnikov
131199.haschild,,N
198151.haschild,,Y
118214.state,,WV
196774.state,,ME
125498.singleexemp,,0
106241.singleexemp,,0
175023.singleexemp,,0
23725.childexemp,,2250
69215.salary,,45000
140861.singleexemp,,20
64144.haschild,,N
95459.singleexemp,,1000
159206.gender,,M
86023.city,,NEWARK
58808.city,,REGINA
169026.gender,,M
88912.salary,,5000
8517.state,,SD
14439.haschild,,Y
86923.phone,,451-4914
172846.rate,,4.4
10778.marriedexemp,,220
5128.lname,,Mattison
36129.rate,,5.0
128728.city,,WASHINGTON
143393.haschild,,N
194776.lname,,Rauch
5314.haschild,,N
50158.childexemp,,0
76741.salary,,10000
94459.phone,,447-6868
105417.haschild,,N
26729.lname,,Rault
38024.gender,,F
45032.phone,,802-1074
24573.salary,,80000
162493.phone,,558-6795
143256.haschild,,Y
109360.maritalstatus,,S
186048.rate,,3.9
106436.city,,GREENWICH
155397.city,,SHERIDAN
71001.haschild,,Y
166223.haschild,,Y
84303.haschild,,N
165185.singleexemp,,0
165433.haschild,,N
61517.maritalstatus,,M
97048.marriedexemp,,0
44925.singleexemp,,0
107954.haschild,,Y
89305.salary,,35000
35656.rate,,0.0
184003.city,,SAINT MARIES
125985.city,,WOODBURY
123451.gender,,F
143935.rate,,6.9
187783.salary,,10000
14813.singleexemp,,0
158869.haschild,,Y
16398.marriedexemp,,7150
168868.marriedexemp,,0
189188.haschild,,N
30754.gender,,F
63956.phone,,680-4123
36329.maritalstatus,,S
62012.gender,,M
145359.salary,,20000
5259.phone,,512-8533
146981.salary,,85000
118815.phone,,646-1138
154660.rate,,0.0
79337.city,,ACTON
54898.singleexemp,,0
119596.marriedexemp,,6200
140776.city,,WOODWARD
18170.childexemp,,0
132180.rate,,2.7410512
169634.singleexemp,,0
108031.singleexemp,,0
43690.childexemp,,3300
188797.state,,MD
164914.marriedexemp,,4950
122990.lname,,Heijenga
199917.city,,GARDEN CITY
112888.childexemp,,0
117130.singleexemp,,0
89943.singleexemp,,0
150036.phone,,334-8904
59042.rate,,4.75
163650.maritalstatus,,M
157405.city,,KINMUNDY
165159.rate,,8.98
69696.haschild,,Y
164618.singleexemp,,0
117292.gender,,F
107242.rate,,6.45
150741.lname,,Anquetil
49252.gender,,F
84927.singleexemp,,0
37308.rate,,6.5
183490.childexemp,,300
71240.state,,AK
120870.phone,,878-2180
112592.salary,,25000
91524.gender,,F
175846.maritalstatus,,S
165280.city,,CRESTON
132.rate,,7.724066
55148.haschild,,N
57927.haschild,,Y
8039.childexemp,,0
197620.state,,MT
123189.gender,,M
66618.city,,ARVADA
112674.maritalstatus,,M
77500.phone,,487-8774
158375.gender,,M
1078.maritalstatus,,S
186023.city,,FLINTHILL
93365.rate,,2.1885417
128849.rate,,7.8829904
26188.salary,,15000
61181.rate,,0.0
184544.rate,,0.0
22436.marriedexemp,,0
38837.salary,,30000
85429.state,,MT
192399.rate,,0.0
23990.singleexemp,,0
113759.gender,,F
161597.state,,CO
16465.singleexemp,,0
91454.childexemp,,0
136374.marriedexemp,,0
20233.state,,KS
141116.phone,,619-8446
172298.state,,AR
68185.lname,,Daughtrey
136464.gender,,M
138442.marriedexemp,,0
67209.state,,CT
42303.state,,WY
178756.salary,,90000
84024.salary,,60000
30241.city,,SPRINGFIELD
57842.city,,PARADISE INN
36204.gender,,M
