index,tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
39,768,soheil,aluja,f,939,903-6883,quebradillas,pr,678,m,n,15000,0.0,0,0,0
40,793,mayford,bhagavan,f,210,996-9079,san juan,pr,917,s,y,30000,0.0,0,0,0
41,817,tammy,hohberg,f,787,336-2031,aguadilla,pr,603,s,n,75000,0.0,0,0,0
42,827,berend,hodas,f,210,261-9512,san juan,pr,930,m,n,15000,0.0,0,0,0
43,835,willy,oates,m,413,145-2185,lakeville,ma,2347,m,y,60000,5.3,0,7150,1000
44,875,soufiane,tryon,f,787,212-3685,juncos,pr,777,s,y,70000,0.0,0,0,0
45,881,glauco,belanche,m,508,791-9297,green harbor,ma,2041,m,y,100000,5.3,0,7150,1000
46,918,erdogan,shepherdson,f,857,384-5820,marstons mills,ma,2648,m,y,100000,5.3,0,7150,1000
47,941,paul,ying,m,939,493-8231,ponce,pr,730,s,y,60000,0.0,0,0,0
48,946,gherin,raja,m,413,925-1387,worcester,ma,1653,m,y,95000,5.3,0,7150,1000
49,951,mybrid,biryukov,f,339,793-3760,boylston,ma,1505,s,n,20000,5.3,3575,0,0
50,972,brig,obtulowicz,f,210,291-3171,san juan,pr,902,m,n,45000,0.0,0,0,0
51,977,thang,sever,m,617,134-5111,lynn,ma,1910,m,y,45000,5.3,0,7150,1000
52,1022,tuong,hancart,m,504,786-4546,albion,ri,2802,s,n,65000,0.0,0,0,0
53,1045,nipun,palaniappan,m,939,288-7408,ponce,pr,731,s,n,20000,0.0,0,0,0
54,1060,foong,marefat,m,787,552-5728,humacao,pr,791,s,y,35000,0.0,0,0,0
55,1070,nagui,milicia,m,252,515-4778,north kingstown,ri,2852,m,n,40000,0.0,0,0,0
56,1071,brij,schrock,f,351,145-7396,easthampton,ma,1027,s,n,100000,5.3,3575,0,0
57,1100,jianqiang,twardowski,f,787,433-8689,san sebastian,pr,685,s,n,90000,0.0,0,0,0
58,1153,serge,olveszky,f,252,510-4370,ashaway,ri,2804,s,n,5000,0.0,0,0,0
59,1175,moss,lindberg,m,339,668-5118,berkshire,ma,1224,m,y,5000,5.3,0,7150,1000
60,1184,ramadan,roelofsen,f,252,216-3801,newport,ri,2840,m,y,55000,0.0,0,0,0
61,1191,jerzy,uchiyama,m,339,404-2765,monroe bridge,ma,1350,m,n,20000,5.3,0,7150,0
62,1235,lukas,villoldo,m,252,325-3194,carolina,ri,2812,m,y,50000,0.0,0,0,0
63,1241,clarence,lyle,m,857,908-2582,saugus,ma,1906,m,n,100000,5.3,0,7150,0
64,1266,chengdian,schulman,f,252,302-7791,glendale,ri,2826,s,y,100000,0.0,0,0,0
65,1287,nagabhushana,tepfenhart,m,252,962-7041,portsmouth,ri,2871,m,n,90000,0.0,0,0,0
66,1303,kazutoshi,madeira,m,787,975-9903,rincon,pr,677,s,n,60000,0.0,0,0,0
67,1307,jerald,worona,m,787,260-4365,cayey,pr,737,m,y,95000,0.0,0,0,0
68,1308,wolfgang,steckler,m,516,535-5922,block island,rzi,2807,s,n,15000,0.0,0,0,0
69,1329,kensaku,guth,m,210,936-8782,san juan,pr,906,m,n,30000,0.0,0,0,0
70,1353,shangzhi,akiyama,f,939,167-3517,coamo,pr,769,s,y,95000,0.0,0,0,0
71,1358,pranav,graf,f,857,564-8209,holyoke,ma,1040,m,n,85000,5.3,0,7150,0
72,1392,corin,gauyacq,f,252,671-4284,bradford,ri,2808,m,n,75000,0.0,0,0,0
73,1402,sangjyu,oehlmann,f,774,865-2287,centerville,ma,2636,m,y,70000,5.3,0,7150,1000
74,1427,masahichi,bregier,f,781,228-2356,west newbury,ma,1985,m,y,60000,5.3,0,7150,1000
75,1431,jitender,rahm,f,252,272-5479,pawtucket,ri,2862,s,y,65000,0.0,0,0,0
76,1450,mina,lucco,f,339,583-2291,pembroke,ma,2359,m,n,15000,5.3,0,7150,0
77,1482,letha,goldsworthy,f,617,911-3118,pboston,ma,2284,m,n,35000,5.3,0,7150,0
78,1588,jarogniew,kroll,f,787,770-9070,mercedita,pr,715,m,y,55000,0.0,0,0,0
79,1626,kwang,rubinfield,m,857,806-1703,cherry valley,ma,1611,m,y,20000,5.3,0,7150,1000
80,1695,hiroshige,tomii,m,252,584-7563,middletown,ri,2842,m,n,25000,0.0,0,0,0
81,1723,kieran,philipp,f,787,928-9561,luqiullo,pr,773,m,y,5000,0.0,0,0,0
82,1748,monica,cranor,f,252,593-2151,newport,ri,2840,m,y,75000,0.0,0,0,0
83,1756,uttam,nori,m,939,141-3235,san antonio,pr,690,m,y,10000,0.0,0,0,0
84,1776,walt,katiyar,m,774,656-1108,amesbury,ma,1913,s,y,50000,5.3,3575,0,1000
85,1782,deven,akiyama,f,939,873-1427,coto laurel,pr,780,m,y,30000,0.0,0,0,0
86,1796,carrie,eastaughffe,f,252,638-2020,oakland,ri,2858,s,n,5000,0.0,0,0,0
87,1807,singaravel,ravat,m,210,860-5038,san juan,pr,906,s,n,50000,0.0,0,0,***
88,1809,daishi,iacobetz,f,252,320-4802,hope valley,ri,2832,s,y,55000,0.0,0,0,0
89,1845,yunfei,sidhu,f,252,752-7755,portsmouth,ri,2871,m,n,60000,0.0,0,0,0
90,1862,leroy,geraci,m,252,781-6491,oakland,ri,2858,s,y,25000,0.0,0,0,0
91,1878,anany,otterloo,f,252,324-5128,ashaway,ri,2804,s,n,100000,0.0,0,0,0
92,1893,yishay,martello,m,252,507-4286,adamsville,ri,2801,s,n,65000,0.0,0,0,0
93,1895,chengfeng,grandage,f,978,329-7599,forestdale,ma,2644,m,n,30000,5.3,0,7150,0
94,1925,toshio,wiggert,m,339,907-2074,leicester,ma,1524,m,n,55000,5.3,0,7150,0
95,1937,tetsuzo,maslov,m,351,960-2722,wales,ma,1081,s,y,80000,5.3,3575,0,1000
96,1943,toyohisa,wolford,f,774,726-6768,woronoco,ma,1097,s,y,15000,5.3,3575,0,1000
97,1945,lampros,batenin,f,210,119-4870,san juan,pr,955,m,n,70000,0.0,0,0,0
98,1971,narvardin,zochling,f,787,533-5771,quebradillas,pr,678,s,y,65000,0.0,0,0,0
99,1976,morteza,ursu,f,210,288-2631,san juan,pr,922,m,y,45000,0.0,0,0,0
100,1978,tonny,shepherd,m,351,642-5685,stow,ma,1775,s,n,20000,5.3,3575,0,0
101,1994,allesandro,mcmorris,f,617,446-9631,taunton,a,2780,s,y,95000,5.3,3575,0,1000
102,1996,bede,ramras,f,252,359-2057,adamsville,ri,2801,m,y,80000,0.0,0,0,0
103,2003,pierangelo,favero,f,787,489-9118,toa baja,pr,951,s,y,90000,0.0,0,0,0
104,2057,oris,kraiman,m,339,990-7479,boston,ma,2204,m,n,10000,5.3,0,7150,0
105,2090,monish,peschl,m,939,684-8971,luquillo,pr,773,s,y,55000,0.0,0,0,0
106,2105,brailey,tarr,m,787,816-2496,carolina,pr,987,s,y,10000,0.0,0,0,0
107,2108,alfredo,tierney,f,210,490-7399,san juan,pr,901,m,y,90000,0.0,0,0,0
108,2137,rachelle,charissis,f,252,933-3845,adamsville,ri,2801,m,y,70000,0.0,0,0,0
109,2191,domenico,skeen,f,939,771-1146,catano,pr,963,s,y,45000,0.0,0,0,0
110,2195,hisashi,egg,m,339,853-7912,rochester,ma,2770,s,y,70000,5.3,3575,0,1000
111,2201,yujiun,llaberia,f,939,433-1852,barceloneta,pr,617,s,n,85000,0.0,0,0,0
112,2240,samudra,graeb,f,413,702-2835,sutrton,ma,1590,s,y,100000,5.3,3575,0,1000
113,2332,seinosuke,cheikes,f,857,396-9489,yarmouth port,ma,2675,s,n,25000,5.3,3575,0,0
114,2349,yanni,pietak,m,781,413-7298,dalton,ma,1227,m,y,15000,5.3,0,7150,1000
115,2354,simonas,jesus,f,939,614-5971,humacao,pr,791,m,n,45000,0.0,0,0,0
116,2384,yingsha,blackard,f,252,859-5454,newport,ri,2841,m,y,25000,0.0,0,0,0
117,2390,kunwadee,diehl,m,339,919-9854,springfield,ma,1139,s,y,60000,5.3,355,0,1000
118,2401,mamoun,leslie,m,339,653-8726,harvard,ma,1451,s,n,10000,5.3,3575,0,0
119,2402,aylmer,messner,f,939,531-6123,fort buchanan,pr,934,m,y,75000,0.0,0,0,0
120,2406,haldon,fargier,f,339,419-7474,nahant,ma,1908,s,y,100000,5.3,3575,0,1000
121,2431,mitsuhiko,huleihel,m,252,168-2831,mapleville,ri,2839,m,y,90000,0.0,0,x0,0
122,2478,miquel,ampratwum,f,787,411-1613,toa baja,pr,950,s,n,90000,0.0,0,0,0
123,2571,kees,waschkowski,f,774,325-2448,worcester,ma,1601,m,n,10000,5.3,0,7150,0
124,2574,anshu,trudel,f,413,282-5759,southborough,ma,1772,s,n,20000,5.3,3575,0,0
125,2577,duanning,vinze,m,252,550-4106,carolgina,ri,2812,m,n,15000,0.0,0,0,0
126,2587,thom,nykanen,m,939,820-2069,ponce,pr,717,s,n,40000,0.0,0,0,0
127,2589,muralidharan,basnet,m,978,584-3617,eastham,ma,2642,m,n,15000,5.3,0,150,0
128,2595,evangelos,welker,m,508,533-1435,south hadley,ma,1075,m,n,100000,5.3,0,7150,0
129,2628,hirosi,pelecq,f,857,776-1114,manchester,ma,1944,m,y,40000,5.3,0,7150,1000
130,2652,jun''ichi,raju,m,939,770-2931,penuelas,pr,624,s,n,65000,0.0,0,0,0
131,2674,ibibia,lehot,m,939,757-4087,mayaguez,pr,682,m,y,80000,0.0,0,0,0
132,2725,honghui,gennip,m,413,244-9672,devens,ma,1434,s,n,80000,5.3,3575,0,0
133,2729,pak,ebbinghaus,m,252,577-1329,east greenwich,ri,2818,m,y,10000,0.0,0,0,0
134,2760,kazumitsu,abramov,f,508,511-9850,boston,ma,2207,s,n,45000,5.3,3575,0,0
135,2791,yul,sikic,m,939,591-4757,jayuya,pr,664,s,y,25000,0.0,0,0,0
136,2808,lisa,christ,m,406,627-3372,adamsville,i,2801,m,y,40000,0.0,0,0,0
137,2825,shigeichi,lodderstedt,m,774,506-5635,west boylston,ma,1583,s,n,5000,5.3,3575,0,0
138,2835,jyhjong,dussa,f,787,329-2677,guayaniglla,pr,656,m,y,80000,0.0,0,0,0
139,2837,marisela,rusmann,m,939,340-4942,arecibo,pr,613,s,n,5000,0.0,0,0,0
140,2857,theodor,bofill,m,339,931-6005,wrentham,ma,2093,s,y,90000,5.3,3575,0,1000
141,2863,narutoshi,bitton,m,939,144-6920,aguas buenas,pr,703,m,n,25000,0.0,0,0,0
142,2884,shingo,forier,f,617,160-1264,hanover,ma,2340,m,y,65000,5.3,0,7150,1000
143,2899,gerti,herbst,wf,252,948-1288,oakland,ri,2858,m,n,85000,0.0,0,0,0
144,2908,donn,grad,m,787,169-7022,barceloneta,pr,617,m,n,55000,0.0,0,0,0
145,2925,dick,bertelsen,m,413,775-1383,east boston,ma,2228,s,y,35000,5.3,3575,0,1000
146,2931,jogg,fanti,m,252,734-5038,greenville,ri,2828,m,n,40000,0.0,0,0,0
147,2932,hironori,kirchherr,f,252,431-8436,north kingstown,ri,2852,m,n,5000,0.0,0,0,0
148,2948,xiaorong,montenyohl,f,252,589-8148,mapleville,ri,2839,s,y,55000,0.0,0,0,0
149,2960,zhenyi,geertgens,f,787,897-8757,barceloneta,pr,617,s,n,80000,0.0,0,0,0
150,2963,casey,pampoukis,m,781,106-7633,brockton,ma,2305,m,n,70000,5.3,0,7150,0
151,2989,xiaolei,alsio,f,781,336-5698,haverhill,ma,1831,s,y,35000,5.3,3575,0,1000
152,3006,lofti,toyoshima,f,787,796-6187,san juan,pr,908,m,n,5000,0.0,0,0,0
153,3021,dongmo,orejas,f,304,503-5782,norwell,ar,2061,s,y,35000,5.3,3575,0,1000
154,3033,yuqun,mosciatti,f,252,173-3941,greenville,ri,2828,s,y,100000,0.0,0,0,0
155,3034,conrado,philipose,f,339,531-8719,newton lower falls,ma,2462,m,y,55000,5.3,0,7150,1000***
156,3072,michio,kayashima,f,252,554-9302,middletown,ri,2842,s,n,65000,0.0,0,0,0
157,3080,raul,krone,m,503,707-2236,oakland,or,1907,m,y,30000,9.0,0,318,159
158,3081,emilie,sybre,f,787,504-8421,atillo,pr,1907,m,y,35000,0.0,0,0,0
159,3082,debatosh,gille,f,203,540-5039,stamford,ct,1907,m,y,20000,5.0,0,24500,0
160,3083,greta,raalte,f,267,900-1811,south mountain,pa,1907,s,y,20000,3.07,0,0,0
161,3084,letizia,kalb,m,304,243-4205,brohard,wv,1907,m,y,90000,6.5,0,4000,2000
162,3085,cristobal,fraenkel,f,503,390-5899,richland,or,1907,m,n,50000,9.0,0,318,0
163,3086,anatoli,maasen,m,605,453-1603,erwin,sd,1907,s,n,70000,0.0,0,0,0
164,3098,tulika,gessel,m,252,896-2555,portsmouth,ri,2871,s,y,100000,0.0,0,0,0
165,3103,rabab,heuser,m,617,654-9541,bridgewater,ma,2324,s,y,70000,5.3,3575,0,1000
166,3107,subhasis,borgstrom,m,939,269-2081,catauno,pr,963,m,y,5000,0.0,0,0,0
167,3133,anup,samarati,f,252,625-4143,forestdale,ri,2824,m,y,15000,0.0,0,0,0
168,3143,tokuyasu,perez,f,978,461-6774,worcester,ma,1608,s,y,35000,5.3,3575,0,1000
169,3166,dirk,seliger,***,351,245-1827,rutland,ma,1543,s,n,15000,5.3,3575,0,0
170,3219,klichiro,rall,m,252,420-2170,chepachet,ri,2814,s,n,55000,0.0,0,0,0
171,3222,susanna,morrill,m,617,580-7754,westborough,ma,1581,m,n,95000,5.3,0,7150,0
172,3241,ludmila,tapken,m,774,623-9656,sharon,ma,2067,m,n,5000,5.3,0,7150,0
173,3258,zheru,louie,m,413,465-7930,marstons mills,ma,2648,m,n,25000,5.3,0,7150,0
174,3286,brett,malitz,m,252,584-1731,pascoag,ri,2859,s,y,20000,0.0,0,0,0
175,3315,guri,fussichen,f,252,946-9195,hopkinton,ri,2833,m,y,55000,0.0,0,0,0
176,3331,nazife,ludovice,m,939,741-4017,cabo rojo,pr,623,m,y,55000,0.0,0,0,0
177,3354,ori,nergos,f,413,656-4960,centerville,ma,2632,s,y,70000,5.3,3575,0,1000
178,3361,kouji,tennenhouse,m,774,496-5424,ayer,ma,1432,s,y,20000,5.3,3575,0,1000
179,3391,bran,capon,m,787,569-3321,bayamon,pr,961,m,n,15000,0.0,0,0,0
180,3399,yuki,kreveld,f,980,857-7831,ensenada,pr,647,s,n,80000,0.0,0,t0,0
181,3499,mikiya,poletto,f,939,319-6001,luquillo,pr,773,s,y,20000,0.0,0,0,0
182,3514,giovanni,hashii,f,210,264-1336,san juan,pr,939,s,n,70000,0.0,0,0,0
183,3531,neil,chweh,f,617,324-6249,holliston,ma,1746,m,y,75000,5.3,0,7150,1000
184,3561,hongguang,bolsens,m,857,484-3742,east walpole,ma,2032,s,y,100000,5.3,3575,0,1000
185,3577,kamaljit,machida,m,787,162-6894,hormigueros,pr,660,m,n,25000,0.0,0,0,0
186,3582,meikel,miculan,f,939,700-9785,cidra,pr,739,m,y,25000,0.0,0,0,0
187,3584,bernard,lunn,f,857,380-9856,worcester,ma,1608,s,y,40000,5.3,3575,0,1000
188,3608,tadao,bencivenga,m,252,107-8913,coventry,ri,2816,s,n,40000,0.0,0,0,0
189,3616,anne,lubin,f,210,644-1935,san juan,pr,908,s,y,50000,0.0,0,0,0
190,3659,girome,thery,m,252,986-8254,pascoag,ri,2859,s,y,85000,0.0,0,0,0
191,3676,nicolau,marechal,m,857,538-2705,rockport,ma,1966,m,y,80000,5.3,0,7150,1000
192,3745,yuqun,drewnowski,f,774,426-1676,ashley falls,ma,1222,s,y,60000,5.3,3575,0,1000
193,3755,bethina,fontet,f,939,659-5376,puerto real,pr,740,s,n,35000,0.0,0,0,0
194,3759,shaodi,dutra,f,787,242-8549,ensenada,pr,647,m,y,95000,0.0,0,0,0
195,3770,ayako,merckt,m,252,797-8415,lincoln,ri,2865,s,y,20000,0.0,0,0,0
196,3771,nur,redmiles,m,978,824-7120,fall river,ma,2722,m,y,25000,5.3,0,7150,1000
197,3785,reino,dehene,m,787,798-8314,guaynabo,pr,965,s,y,80000,0.0,0,0,0
198,3802,wojtek,fechter,m,508,156-6386,gilbertville,ma,1031,s,y,60000,5.3,3575,0,1000
199,3812,chiradeep,isakowitz,f,413,132-2182,silver beach,ma,2565,s,n,95000,5.3,3575,0,0
200,3820,sitaram,neuhaus,f,413,231-8073,boston,ma,2109,m,n,75000,5.3,0,7150,0
201,3828,shannon,boday,m,252,174-7527,charlestown,ri,2813,s,y,5000,0.0,0,0,0
202,3857,kemal,klimov,f,939,422-4070,san juan,pr,936,m,n,85000,0.0,0,0,0
203,3873,srikant,muntz,f,939,990-6545,vega alta,pr,692,s,y,35000,0.0,0,0,0
204,3890,arani,hansdah,f,939,545-8916,patillas,pr,723,s,y,20000,0.0,0,0,0
205,3903,vladimir,oberman,m,939,967-9063,guaynabo,pr,971,m,y,90000,0.0,0,0,0
206,3905,xiangzhen,zartmann,m,787,680-6105,rio grande,pr,745,s,y,100000,0.0,0,0,0
207,3906,roselyn,junping,f,781,473-3597,lowell,ma,1852,s,n,70000,5.3,3575,0,0
208,3931,iskender,masullo,f,787,979-1328,aguirre,pr,704,m,n,55000,0.0,0,0,0
209,3935,rushed,uchiyama,m,774,293-3626,monterey,ma,1245,s,y,45000,5.3,3575,0,1000
210,3964,yasmin,beke,m,339,113-5416,worcester,ma,1605,s,n,20000,5.3,3575,0,0
211,3980,celia,wellman,m,252,825-3277,foster,ri,2825,m,y,90000,0.0,0,0,0
212,4008,zhongde,tawera,f,857,597-6126,springfield,ma,1133,s,n,80000,5.3,3557,0,x0
213,4101,limsoon,dolken,m,939,481-6109,caguas,pr,726,m,n,15000,0.0,0,0,0
214,4121,sumeet,zviran,m,252,502-6392,carolibna,ri,2812,s,n,25000,0.0,0,0,0
215,4152,uzi,nascimento,m,939,558-9564,ponce,pr,734,s,n,40000,0.0,0,0,0
216,4165,sahibsingh,jevtic,f,339,994-2573,danvers,ma,1923,s,y,10000,5.3,3575,0,1000
217,4200,ruslan,winzen,m,252,775-2039,newport,ri,2841,s,y,65000,0.0,0,0,0
218,4208,dattatraya,kovalyov,m,939,697-7355,guaynabo,pr,969,m,y,10000,0.0,0,0,0
219,4254,munehiko,zallocco,m,787,315-9831,carolina,pr,984,s,y,60000,0.0,0,0,0
220,4260,dilian,martyna,m,939,220-1380,ensenada,pr,647,s,y,95000,0.0,0,0,0
221,4268,abdoulaye,houssain,m,351,593-1766,wales,ma,1081,m,y,80000,5.3,0,7150,1000
222,4410,vijayshankar,guttman,f,939,427-1937,trujillo alto,pr,976,m,n,60000,0.0,0,0,0
223,4411,sonja,fullerton,f,339,672-1352,swampscott,ma,1907,m,y,100000,5.3,0,7150,1000
224,4419,yanqiang,tizhoosh,f,857,261-3427,holbrook,ma,2343,m,n,90000,5.3,0,7150,0
225,4435,yida,schmezko,m,939,849-2264,ponce,pr,734,s,y,15000,0.0,0,0,0
226,4440,okuhiko,laval,m,210,593-8732,san juan,pr,926,m,y,35000,0.0,0,0,0
227,4442,dayun,pols,f,781,465-3827,hamilton,ma,1936,m,n,95000,5.3,0,7150,0
228,4502,josiah,tyugu,m,413,320-8545,newton center,ma,2459,m,y,55000,5.3,0,7150,1000
229,4516,stefanos,gire,m,252,343-1060,prudence island,ri,2872,s,n,60000,0.0,***,0,0
230,4549,valentino,diz,f,339,759-1156,brant rock,ma,2020,m,n,100000,5.3,0,7150,h0
231,4567,stijn,skuppin,m,252,220-5863,greenville,ri,2828,s,n,35000,0.0,0,0,0
232,4581,chengfu,meysembourg,m,252,238-5725,foster,ri,2825,m,n,60000,0.0,0,0,0
233,4595,yatsuka,paragot,m,978,628-2817,duxbury,ma,2331,m,n,20000,5.3,0,7150,0
234,4622,houria,tiskin,m,617,990-2563,rochester,ma,2770,s,n,60000,5.3,3575,0,0
235,4639,llorenc,zaumen,m,351,239-4973,plymouth,ma,2361,s,n,15000,5.3,3575,0,0
236,4656,rowena,mcgranaghan,m,252,708-5108,bradford,ri,2808,s,y,30000,0.0,0,0,0
237,4664,yasuyoshi,kinley,m,339,262-9792,nantucket,ma,2554,s,n,30000,5.3,3575,0,0
238,4680,arlene,syed,m,252,486-9458,prudence island,ri,2872,s,n,50000,0.0,0,0,0
239,4692,heekyoung,hallam,f,252,526-4302,fiskeville,ri,2823,m,y,5000,0.0,0,0,0
240,4698,dang,asser,f,210,458-9685,san juan,pr,922,s,y,75000,0.0,0,0,0
241,4783,gennaro,kamo,m,787,988-4556,ponce,pr,717,m,n,70000,0.0,0,0,0
242,4790,luai,fasbender,m,939,225-6520,fort buchanan,pr,934,s,y,50000,0.0,0,0,0
243,4839,chuchang,cecil,f,508,810-5001,worcester,ma,1609,m,n,20000,5.3,0,7150,0
244,4848,huaxiong,manber,f,774,500-9318,three rivers,ma,1080,s,y,65000,5.3,3575,0,1000
245,4854,olli,sutter,f,617,395-1852,mill river,ma,1244,s,n,60000,5.3,3575,0,0
246,4857,kyoichi,nicolson,m,939,932-1519,patillas,pr,723,m,y,20000,0.0,0,0,0
247,4865,cory,erez,m,252,652-6655,clayivlle,ri,2815,m,y,15000,0.0,0,0,0
248,4869,benn,vitiello,f,787,994-5559,caguas,pr,726,s,n,5000,0.0,0,0,0
249,4876,lyn,mccrossin,m,781,975-7984,hanover,ma,2339,s,n,30000,5.3,3575,0,0
250,4924,floris,lueh,f,252,334-4225,newport,ri,2841,m,y,55000,0.0,0,0,0
251,4931,tian,basagni,f,210,556-7695,san juan,pr,955,s,n,35000,0.0,0,0,***
252,4961,gardiner,bharadwaj,***,978,311-3062,milford,ma,1757,s,y,60000,5.3,3575,0,1000
253,4982,bett,groenboom,m,210,151-7751,san juan,pr,906,m,n,40000,0.0,0,0,f0
254,5003,rhonda,brune,m,939,397-9546,barranquitas,pr,794,m,y,35000,0.0,0,0,0
255,5031,levent,policriti,f,252,298-7525,bradfowrd,ri,2808,s,y,65000,0.0,0,0,0
256,5084,toru,gavoille,f,939,819-2748,penuelas,pr,624,s,y,15000,0.0,0,0,0
257,5112,georghios,wester,f,781,896-2073,reading,ma,1867,s,y,75000,5.3,x3575,0,1000
258,5122,yunn,cools,m,339,969-4164,falmouth,ma,2540,s,n,80000,5.3,3575,0,0
259,5131,lilly,tretiakoff,m,774,139-2152,lakeville,ma,2348,m,y,95000,5.3,0,7150,1000
260,5134,alyn,giloi,m,339,137-9194,west wareham,ma,2576,s,y,80000,5.3,3575,0,1000
261,5154,vinay,abella,f,339,759-7118,centervillpe,ma,2632,s,y,30000,5.3,3575,0,1000
262,5155,fereidoon,rayside,m,252,625-3056,bradford,ri,2808,s,n,45000,0.0,x0,0,0
263,5164,akshay,guck,m,210,569-1006,san juan,pr,931,s,n,35000,0.0,0,0,0
264,5175,olympia,rosin,m,252,463-7991,bristol,ri,2809,m,n,70000,0.0,0,0,0
265,5185,marek,casaubieilh,f,781,252-8444,nantucket,ma,2554,s,n,80000,5.3,3575,0,0
266,5190,mahadev,schiefer,f,617,323-8286,springfield,ma,1133,s,n,30000,5.3,3575,0,0
267,5218,elisabeth,slysz,f,252,237-3033,newport,ri,2841,m,n,25000,0.0,0,0,0
268,5224,hilan,rubsam,f,939,579-3554,ponce,pr,728,m,y,85000,0.0,0,0,0
269,5262,alun,nota,f,617,415-5828,green harbor,ma,2041,m,y,35000,5.3,0,7150,1000
270,5281,yibin,america,f,617,890-4383,deerfield,ma,1342,m,n,5000,5.3,0,7150,0
271,5307,horace,chandhok,f,210,794-3082,san juan,pr,902,s,y,35000,0.0,0,0,0
272,5314,fereidoon,salustowicz,m,781,404-7354,heath,ma,1346,m,y,80000,5.3,0,7150,1000
273,5322,avner,taghva,f,406,825-1188,joliet,mt,1907,s,y,55000,6.9,1900,0,1900
